source,event_id,eventDivisionid,Name,sail_no,athlete_id,place,Points
PWA,277,512,Ludovic Jossin,E-12,Jossin_E-12,22,1407
PWA,277,512,Kasper Larsen,DEN-11,Larsen_DEN-11,23,1374
PWA,277,512,Alberto Menegatti,ITA-4,Menegatti_ITA-4,24,1341
PWA,277,512,Gonzalo Costa Hoevel,ARG-3,Costa Hoevel_ARG-3,25,1308
PWA,277,512,Antoine Questel,FRA-99,Questel_FRA-99,26,1275
PWA,277,512,Andrea Rosati,ITA-0,Rosati_ITA-0,27,1242
PWA,277,512,Jesper Orth,AUS-10,Orth_AUS-10,28,1209
PWA,277,512,Enes Yilmazer,TUR-2,Yilmazer_TUR-2,29,1176
PWA,277,512,Dan Ellis,K-52,Ellis_K-52,30,1143
PWA,277,512,Andrea Cucchi,I-1,Cucchi_I-1,31,1110
PWA,277,512,Ertugrul Icingir,TUR-1,Icingir_TUR-1,32,1077
PWA,277,512,Jules Denel,FRA-41,Denel_FRA-41,33,1044
PWA,277,512,Jesper Vesterstrøm,DEN-111,Vesterstrøm_DEN-111,34,1011
PWA,277,512,Tine Slabe,SLO-6,Slabe_SLO-6,35,978
PWA,277,512,Christoph Pressler,AUT-226,Pressler_AUT-226,36,945
PWA,277,512,Kurosh Kiani,D-83,Kiani_D-83,37,912
PWA,277,512,Matteo Iachino,ITA-140,Iachino_ITA-140,38,879
PWA,277,512,Malte Reuscher,GER-777,Reuscher_GER-777,39,846
PWA,277,512,Damien Le Guen,FRA-86,Le Guen_FRA-86,40,813
PWA,277,512,Adriaan van Rijsselberghe,NED-2,van Rijsselberghe_NED-2,41,780
PWA,277,512,Marco Begalli,ITA-415,Begalli_ITA-415,42,747
PWA,277,512,James Dinsmore,GBR-659,Dinsmore_GBR-659,43,714
PWA,277,512,Alexandre Cousin,FRA-752,Cousin_FRA-752,44,681
PWA,277,512,Remzi Kocakiran,TUR-36,Kocakiran_TUR-36,45,648
PWA,277,512,Maxime Gaubert,F-499,Gaubert_F-499,46,615
PWA,277,512,Wilfried Vanherweghe,FRA-163,Vanherweghe_FRA-163,47,582
PWA,277,512,Diony Guadagnino,V-69,Guadagnino_V-69,48,549
PWA,277,512,Max Schanda,AUT-235,Schanda_AUT-235,49,516
PWA,277,512,Markus Bouman,NED-6,Bouman_NED-6,50,483
PWA,277,512,Sean O'Brien,AUS-120,O'Brien_AUS-120,51,450
PWA,277,512,John Benamati,E-313,Benamati_E-313,52,417
PWA,277,512,Patryk Hronowski,POL-739,Hronowski_POL-739,53,384
PWA,277,512,János Torma,HUN-111,Torma_HUN-111,54,351
PWA,277,512,Tomas Malina,CZE-109,Malina_CZE-109,55,318
PWA,277,512,Marco Lang,AUT-66,Lang_AUT-66,56,285
PWA,277,512,Orlando Lavandera,E-65,Lavandera_E-65,57,252
PWA,277,512,Sinan Gerzile,TUR-74,Gerzile_TUR-74,58,213
PWA,277,512,Panta Quevedo,E-28,Quevedo_E-28,59,186
PWA,277,512,Manuel Zugsbratl,AUT-230,Zugsbratl_AUT-230,60,153
PWA,277,512,Emirhan Kolburan,TUR-235,Kolburan_TUR-235,61,120
PWA,277,512,Osman Catirli,TUR-83,Catirli_TUR-83,62,87
PWA,278,523,Steven Van Broeckhoven,B-72,Van Broeckhoven_B-72,1,2100
PWA,278,523,Kiri Thode,NB-61,Thode_NB-61,2,2067
PWA,278,523,Davy Scheffers,H-311,Scheffers_H-311,3,2034
PWA,278,523,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",4,2001
PWA,278,523,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,5,1968
PWA,278,523,Philip Soltysiak,CAN-9,Soltysiak_CAN-9,6,1935
PWA,278,523,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,7,1886
PWA,278,523,Antony Ruenes,F-85,Ruenes_F-85,7,1886
PWA,278,523,Nicolas Akgazciyan,F-400,Akgazciyan_F-400,9,1787
PWA,278,523,Yegor Popretinskiy,RUS-11,Popretinskiy_RUS-11,9,1787
PWA,278,523,Max Rowe,K-20,Rowe_K-20,9,1787
PWA,278,523,Dieter Van der Eyken,B-35,Van der Eyken_B-35,9,1787
PWA,278,523,Edvan Souza,BRA-250,Souza_BRA-250,13,1655
PWA,278,523,Tilo Eber,G-414,Eber_G-414,13,1655
PWA,278,523,Yarden Meir,ISR-91,Meir_ISR-91,13,1655
PWA,278,523,Ian Mouro Lemos,BRA-85,Mouro Lemos_BRA-85,13,1655
PWA,278,523,Andy 'Bubble' Chambers,K-540,'Bubble' Chambers_K-540,17,1457
PWA,278,523,Mattia Fabrizi,ITA-991,Fabrizi_ITA-991,17,1457
PWA,278,523,Julien Mas,FRA-07,Mas_FRA-07,17,1457
PWA,278,523,Bryan Metcalf-Perez,US-505,Metcalf-Perez_US-505,17,1457
PWA,278,523,Deivis Paternina Teran,V-04,Paternina Teran_V-04,17,1457
PWA,278,523,Michael Roßmeier,AUT-256,Roßmeier_AUT-256,17,1457
PWA,278,523,Björn Saragoza,NB-11,Saragoza_NB-11,17,1457
PWA,278,523,Andraž Žan,SLO-49,Žan_SLO-49,17,1457
PWA,278,523,Adrian Beholz,G-888,Beholz_G-888,25,1193
PWA,278,523,Danilo Menezes da Silva,BRA-83,Menezes da Silva_BRA-83,25,1193
PWA,278,523,Remko de Zeeuw,NED-444,de Zeeuw_NED-444,25,1193
PWA,278,523,Manuel Grafenauer,AUT-259,Grafenauer_AUT-259,25,1193
PWA,278,523,Rick Jendrusch,H-120,Jendrusch_H-120,25,1193
PWA,278,523,Christofer Kalk,EST-141,Kalk_EST-141,25,1193
PWA,278,523,Arthur Pollet,F-00,Pollet_F-00,25,1193
PWA,278,523,Adam Sims,K-72,Sims_K-72,25,1193
PWA,278,523,Mauricio Alvarez,AUT-86,Alvarez_AUT-86,33,0
PWA,278,523,Paul Boef,NED-720,Boef_NED-720,33,0
PWA,278,523,Jamie Drummond,K-787,Drummond_K-787,33,0
PWA,278,523,Tom Föda,AUT-29,Föda_AUT-29,33,0
PWA,278,523,Lorenz Forstenlechner,AUT-7,Forstenlechner_AUT-7,33,0
PWA,278,523,Raimondo Gasperini,I-157,Gasperini_I-157,33,0
PWA,278,523,Vladimir Yakovlev,RUS-99,Yakovlev_RUS-99,33,0
PWA,278,523,Luigi Madeddu,SAR-3,Madeddu_SAR-3,33,0
PWA,278,523,Max Matissek,OE-9,Matissek_OE-9,33,0
PWA,278,523,Mattia Pedrani,I-00,Pedrani_I-00,33,0
PWA,278,523,Bastien Rama,F-109,Rama_F-109,33,0
PWA,278,523,Markus Schranz,AUT-100,Schranz_AUT-100,33,0
PWA,278,523,Alexander Seyss,AUT-61,Seyss_AUT-61,33,0
PWA,278,523,Thijs Westbroek,H-666,Westbroek_H-666,33,0
PWA,278,523,Paul Zeper,H-115,Zeper_H-115,33,0
PWA,278,516,Daida Ruano Moreno,E-64,Ruano Moreno_E-64,1,2100
PWA,278,516,Iballa Ruano Moreno,E-63,Ruano Moreno_E-63,2,2067
PWA,278,516,Karin Jaggi,SUI-14,Jaggi_SUI-14,3,2034
PWA,278,516,Nayra Alonso,E-4,Alonso_E-4,4,2001
PWA,278,516,Steffi Wahl,G-303,Wahl_G-303,5,1968
PWA,278,516,Junko Nagoshi,J-11,Nagoshi_J-11,6,1935
PWA,278,516,Alice Arutkin,F-111,Arutkin_F-111,7,1886
PWA,278,516,Laure Treboux,SUI-4,Treboux_SUI-4,7,1886
PWA,278,516,Fanny Aubet,FRA-809,Aubet_FRA-809,9,1787
PWA,278,516,Astrid Muldoon,F-002,Muldoon_F-002,9,1787
PWA,278,516,Waka Nishida,J-700,Nishida_J-700,9,1787
PWA,278,516,Heike Reimann,G-545,Reimann_G-545,9,1787
PWA,278,516,Olya Raskina,14,Raskina_14,13,1688
PWA,278,516,Justyna Sniady,POL-1111,Sniady_POL-1111,13,1688
PWA,266,359,Daida Ruano Moreno,E-64,Ruano Moreno_E-64,0,2100
PWA,266,359,Iballa Ruano Moreno,E-63,Ruano Moreno_E-63,0,2067
PWA,266,359,Karin Jaggi,SUI-14,Jaggi_SUI-14,0,2034
PWA,266,359,Nayra Alonso,E-4,Alonso_E-4,0,2001
PWA,266,359,Ulrike Hölzl,AT-123,Hölzl_AT-123,0,1968
PWA,266,359,Junko Nagoshi,J-11,Nagoshi_J-11,0,1886
PWA,266,359,Anne-Marie Reichman,H-98,Reichman_H-98,0,1886
PWA,266,359,Steffi Wahl,G-303,Wahl_G-303,0,1935
PWA,266,359,Silvia Alba Orozco,E-67,Alba Orozco_E-67,0,1787
PWA,266,359,Ruth Elliot,K-696,Elliot_K-696,0,1655
PWA,266,359,Andrea Hausberg,G-212,Hausberg_G-212,0,1457
PWA,266,359,Olga Malysheva,RUS-1,Malysheva_RUS-1,0,1457
PWA,266,359,Astrid Muldoon,F-002,Muldoon_F-002,0,1457
PWA,266,359,Sarah-Quita Offringa,ARU-91,Offringa_ARU-91,0,1655
PWA,266,359,Ania Ostrowska,POL-00,Ostrowska_POL-00,0,1655
PWA,266,359,Laure Treboux,SUI-4,Treboux_SUI-4,0,1787
PWA,266,359,Caroline Barbeau,F-10,Barbeau_F-10,0,1457
PWA,266,359,Anna Blanch,E-20,Blanch_E-20,0,1787
PWA,266,359,Emma Johansson,S-37,Johansson_S-37,0,1457
PWA,266,359,Britta Kühn,G-506,Kühn_G-506,0,1655
PWA,266,359,Waka Nishida,J-700,Nishida_J-700,0,1457
PWA,266,359,Lucy Robson,K-121,Robson_K-121,0,1457
PWA,266,359,Nina Tjernberg,S-165,Tjernberg_S-165,0,1308
PWA,266,359,Evi Tsape,GR-2,Tsape_GR-2,0,1787
PWA,266,359,Frida Wiraeus,S-93,Wiraeus_S-93,0,1457
PWA,266,358,Victor Fernandez,E-42,Fernandez_E-42,0,2100
PWA,266,358,Kevin Pritchard,US-3,Pritchard_US-3,0,2034
PWA,266,358,Kauli Seadi,BRA-253,Seadi_BRA-253,0,2067
PWA,266,358,Björn Dunkerbeck,ESP-11,Dunkerbeck_ESP-11,0,1968
PWA,266,358,Josh Angulo,CV-1,Angulo_CV-1,0,1886
PWA,266,358,Nik Baker,K-66,Baker_K-66,0,1886
PWA,266,358,Vidar Jensen,N-44,Jensen_N-44,0,1935
PWA,266,358,Peter Volwater,H-24,Volwater_H-24,0,2001
PWA,266,358,Ricardo Campello,V-111,Campello_V-111,0,1457
PWA,266,358,Jonas Ceballos,E-40,Ceballos_E-40,0,1787
PWA,266,358,Orjan Jensen,E-19,Jensen_E-19,0,1787
PWA,266,358,Kristoffer Living,S-80,Living_S-80,0,1457
PWA,266,358,Scott McKercher,KA-181,McKercher_KA-181,0,1655
PWA,266,358,Alex Mussolini,E-30,Mussolini_E-30,0,1457
PWA,266,358,Marcos Pérez,E-7,Pérez_E-7,0,1787
PWA,266,358,Ben Van Der Steen,NED-57,Van Der Steen_NED-57,0,1457
PWA,266,358,Antoine Albeau,F-192,Albeau_F-192,0,1193
PWA,266,358,Regis Bouron,F-300,Bouron_F-300,0,1787
PWA,266,358,Marcilio Browne,BRA-105,Browne_BRA-105,0,1457
PWA,266,358,Daniel Bruch,G-1181,Bruch_G-1181,0,0
PWA,266,358,Diony Guadagnino,V-69,Guadagnino_V-69,0,0
PWA,266,358,Phil Horrocks,K-303,Horrocks_K-303,0,1655
PWA,266,358,Xavier Huart,F-33,Huart_F-33,0,1655
PWA,266,358,Cyril Moussilmani,F-71,Moussilmani_F-71,0,1457
PWA,266,358,Dario Ojeda,E-211,Ojeda_E-211,0,1193
PWA,266,358,Mat Pearch,K-16,Pearch_K-16,0,0
PWA,266,358,Matt Pritchard,US-10,Pritchard_US-10,0,1457
PWA,266,358,Ben Proffitt,K-800,Proffitt_K-800,0,0
PWA,266,358,Robert Sand,D-62,Sand_D-62,0,0
PWA,266,358,Colin Sifferlen,NC-4,Sifferlen_NC-4,0,0
PWA,266,358,John Skye,K-57,Skye_K-57,0,1193
PWA,266,358,Julien Taboulet,F-100,Taboulet_F-100,0,1655
PWA,266,358,Steve Allen,AUS-0,Allen_AUS-0,0,1193
PWA,266,358,Eleazar Alonso Sanchez,E-41,Alonso Sanchez_E-41,0,0
PWA,266,358,Ron Barel,ISR-60,Barel_ISR-60,0,0
PWA,266,358,Pieter Bijl,NED-0,Bijl_NED-0,0,0
PWA,266,358,Douglas Diaz,V-34,Diaz_V-34,0,0
PWA,266,358,Frank Díaz Figueroa,E-200,Díaz Figueroa_E-200,0,0
PWA,266,358,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",0,0
PWA,266,358,Graham Ezzy,USA-1,Ezzy_USA-1,0,0
PWA,266,358,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,0,1193
PWA,266,358,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,0,1193
PWA,266,358,Jorge Vera García,E-173,Vera García_E-173,0,0
PWA,266,358,Boujmaa Guilloul,M-3,Guilloul_M-3,0,0
PWA,266,358,John Hibbard,K-007,Hibbard_K-007,0,0
PWA,266,358,Florian Jung,G-21,Jung_G-21,0,0
PWA,266,358,Philip Köster,G-44,Köster_G-44,0,0
PWA,266,358,Gerard Lopez,E-49,Lopez_E-49,0,0
PWA,266,358,Kevin Mevissen,H-79,Mevissen_H-79,0,0
PWA,266,358,Sylvain Moussilmani,F-007,Moussilmani_F-007,0,0
PWA,266,358,Michael Richard,F-7a,Richard_F-7a,0,0
PWA,266,358,Aleix Sanllehy,CAT-555,Sanllehy_CAT-555,0,0
PWA,266,358,Yann Sorlut,F-60,Sorlut_F-60,0,0
PWA,266,358,Jaeger Stone,KA-120,Stone_KA-120,0,0
PWA,266,358,Martin ten Hoeve,H-999,ten Hoeve_H-999,0,1193
PWA,266,358,Klaas Voget,G-4,Voget_G-4,0,1457
PWA,266,358,Hans Botnen-Waarum,N-257,Botnen-Waarum_N-257,0,0
PWA,266,358,Nicholas Warmuth,US-36,Warmuth_US-36,0,0
PWA,266,358,Ross Williams,GBR-83,Williams_GBR-83,0,1193
PWA,268,386,Daida Ruano Moreno,E-64,Ruano Moreno_E-64,0,2100
PWA,268,386,Karin Jaggi,SUI-14,Jaggi_SUI-14,0,2067
PWA,268,386,Iballa Ruano Moreno,E-63,Ruano Moreno_E-63,0,2034
PWA,268,386,Junko Nagoshi,J-11,Nagoshi_J-11,0,2001
PWA,268,386,Astrid Muldoon,F-002,Muldoon_F-002,0,1968
PWA,268,386,Nayra Alonso,E-4,Alonso_E-4,0,1935
PWA,268,386,Silvia Alba Orozco,E-67,Alba Orozco_E-67,0,1902
PWA,268,386,Ruth Elliot,K-696,Elliot_K-696,0,1869
PWA,268,386,Evi Tsape,GR-2,Tsape_GR-2,0,1836
PWA,268,385,Tiffany Ward,US-69,Ward_US-69,0,1754
PWA,268,385,Daida Ruano Moreno,E-64,Ruano Moreno_E-64,0,2100
PWA,268,385,Karin Jaggi,SUI-14,Jaggi_SUI-14,0,2067
PWA,268,385,Iballa Ruano Moreno,E-63,Ruano Moreno_E-63,0,2034
PWA,268,385,Junko Nagoshi,J-11,Nagoshi_J-11,0,2001
PWA,268,385,Silvia Alba Orozco,E-67,Alba Orozco_E-67,0,1919
PWA,268,385,Ulrike Hölzl,AT-123,Hölzl_AT-123,0,1919
PWA,268,385,Waka Nishida,J-700,Nishida_J-700,0,1919
PWA,268,385,Anne-Marie Reichman,H-98,Reichman_H-98,0,1919
PWA,268,385,Nayra Alonso,E-4,Alonso_E-4,0,1754
PWA,268,385,Caroline Barbeau,F-10,Barbeau_F-10,0,1754
PWA,268,385,Anna Blanch,E-20,Blanch_E-20,0,1754
PWA,268,385,Valentina Crugnola,ITA-8,Crugnola_ITA-8,0,1754
PWA,268,385,Lucy Robson,K-121,Robson_K-121,0,1754
PWA,268,375,Ben Van Der Steen,NED-57,Van Der Steen_NED-57,0,1638
PWA,268,375,Arnon Dagan,ISR-1,Dagan_ISR-1,0,1500
PWA,268,375,Cyril Moussilmani,F-71,Moussilmani_F-71,0,1402
PWA,268,375,Eyal Shelef,ISR-43,Shelef_ISR-43,0,1316
PWA,268,375,Kevin Mevissen,H-79,Mevissen_H-79,0,1142
PWA,268,375,Tine Slabe,SLO-6,Slabe_SLO-6,0,1142
PWA,268,375,Frank Bernklau,G-405,Bernklau_G-405,0,892
PWA,268,375,Ofer Binshtok,ISR-555,Binshtok_ISR-555,0,892
PWA,268,375,Nir Cohen,ISR-16,Cohen_ISR-16,0,670
PWA,268,375,Yotam Gutman,ISR-3,Gutman_ISR-3,0,670
PWA,268,375,Hidi Kinerti,ISR-95,Kinerti_ISR-95,0,670
PWA,268,375,Omri Shapira,ISR-89,Shapira_ISR-89,0,670
PWA,268,375,Nir Tzuberi,ISR-11,Tzuberi_ISR-11,0,670
PWA,250,266,Antoine Albeau,F-192,Albeau_F-192,0,1341
PWA,250,266,Jérémy Amsellem,F-64,Amsellem_F-64,0,0
PWA,250,266,Ron Barel,ISR-60,Barel_ISR-60,0,0
PWA,250,266,Ricardo Campello,V-111,Campello_V-111,0,2100
PWA,250,266,Jonas Ceballos,E-40,Ceballos_E-40,0,1226
PWA,250,266,Riley Coon,US-26,Coon_US-26,0,437
PWA,250,266,Remko de Weerd,H-23,de Weerd_H-23,0,1704
PWA,250,266,Douglas Diaz,V-34,Diaz_V-34,0,1935
PWA,250,266,Frank Díaz Figueroa,E-200,Díaz Figueroa_E-200,0,1655
PWA,250,266,Mariano Estivill,A-11,Estivill_A-11,0,1226
PWA,250,266,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",0,1556
PWA,250,266,Victor Fernandez,E-42,Fernandez_E-42,0,1457
PWA,250,266,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,0,1605
PWA,250,266,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,0,2001
PWA,250,266,Diony Guadagnino,V-69,Guadagnino_V-69,0,2034
PWA,250,266,Phil Horrocks,K-303,Horrocks_K-303,0,437
PWA,250,266,Jayson Jonge,NB-1111,Jonge_NB-1111,0,0
PWA,250,266,Konan Lang,BRA-3,Lang_BRA-3,0,1886
PWA,250,266,Frank Lewisch,AUT-19,Lewisch_AUT-19,0,1341
PWA,250,266,Kristoffer Living,S-80,Living_S-80,0,1457
PWA,250,266,Nicolas MEREAUD,F-92,MEREAUD_F-92,0,0
PWA,250,266,Kevin Mevissen,H-79,Mevissen_H-79,0,1556
PWA,250,266,Cyril Moussilmani,F-71,Moussilmani_F-71,0,437
PWA,250,266,Antxon Otaegui,E-169,Otaegui_E-169,0,1341
PWA,250,266,Ruben Petrisie,NB-50,Petrisie_NB-50,0,437
PWA,250,266,Ben Proffitt,K-800,Proffitt_K-800,0,1143
PWA,250,266,Leo Ray,F-200,Ray_F-200,0,1457
PWA,250,266,Michael Richard,F-7a,Richard_F-7a,0,0
PWA,250,266,Antony Ruenes,F-85,Ruenes_F-85,0,1836
PWA,250,266,Kauli Seadi,BRA-253,Seadi_BRA-253,0,2067
PWA,250,266,Colin Sifferlen,NC-4,Sifferlen_NC-4,0,1968
PWA,250,266,John Skye,K-57,Skye_K-57,0,1737
PWA,250,266,Robby Swift,K-89,Swift_K-89,0,1787
PWA,250,266,Julien Taboulet,F-100,Taboulet_F-100,0,1886
PWA,250,266,Kiri Thode,NB-61,Thode_NB-61,0,1226
PWA,250,266,Thomas Traversa,F-3,Traversa_F-3,0,1787
PWA,250,266,Martin Van Geenhoven,KC-25,Van Geenhoven_KC-25,0,1655
PWA,250,266,Peter Volwater,H-24,Volwater_H-24,0,1226
PWA,250,266,Nicholas Warmuth,US-36,Warmuth_US-36,0,1457
PWA,250,266,Juan Rodrigues Tabares,E-384,Rodrigues Tabares_E-384,0,0
PWA,250,266,Marcilio Browne,BRA-105,Browne_BRA-105,0,437
PWA,252,284,Steve Allen,AUS-0,Allen_AUS-0,0,0
PWA,252,284,Nik Baker,K-66,Baker_K-66,0,0
PWA,252,284,Ricardo Campello,V-111,Campello_V-111,0,0
PWA,252,284,Douglas Diaz,V-34,Diaz_V-34,0,0
PWA,252,284,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,0,0
PWA,252,284,Alex Mussolini,E-30,Mussolini_E-30,0,0
PWA,252,284,Kauli Seadi,BRA-253,Seadi_BRA-253,0,0
PWA,252,284,John Skye,K-57,Skye_K-57,0,0
PWA,252,284,Robby Swift,K-89,Swift_K-89,0,0
PWA,252,284,Nicolas Akgazciyan,F-400,Akgazciyan_F-400,0,0
PWA,252,284,Nick Dempsey,GBR-21,Dempsey_GBR-21,0,0
PWA,252,284,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",0,0
PWA,252,284,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,0,0
PWA,252,284,Diony Guadagnino,V-69,Guadagnino_V-69,0,0
PWA,252,284,Ben Proffitt,K-800,Proffitt_K-800,0,0
PWA,252,284,Josh Angulo,CV-1,Angulo_CV-1,0,0
PWA,252,284,Yannick Anton,F-8,Anton_F-8,0,0
PWA,252,284,Guy Cribb,K-9,Cribb_K-9,0,0
PWA,252,284,Jamie Hancock,K-218,Hancock_K-218,0,0
PWA,258,315,Klaas Voget,G-4,Voget_G-4,0,1671
PWA,258,315,Ricardo Campello,V-111,Campello_V-111,0,1803
PWA,258,315,Phil Horrocks,K-303,Horrocks_K-303,0,1308
PWA,258,315,Fred Jezequel,F-54,Jezequel_F-54,0,1605
PWA,258,315,Nicolas Reynes,F-456,Reynes_F-456,0,1638
PWA,258,315,Robert Teriitehau,F-2000,Teriitehau_F-2000,0,1209
PWA,258,315,Alexis Zabala,V-41,Zabala_V-41,0,1127
PWA,258,315,Jérémy Amsellem,F-64,Amsellem_F-64,0,1275
PWA,258,315,Nicolas Akgazciyan,F-400,Akgazciyan_F-400,0,1770
PWA,258,315,Nik Baker,K-66,Baker_K-66,0,1902
PWA,258,315,Remko de Weerd,H-23,de Weerd_H-23,0,1572
PWA,258,315,Douglas Diaz,V-34,Diaz_V-34,0,1440
PWA,258,315,John Hibbard,K-007,Hibbard_K-007,0,1473
PWA,258,315,Orjan Jensen,E-19,Jensen_E-19,0,1605
PWA,258,315,Vidar Jensen,N-44,Jensen_N-44,0,2001
PWA,258,315,Nicolas MEREAUD,F-92,MEREAUD_F-92,0,1539
PWA,258,315,Cyril Moussilmani,F-71,Moussilmani_F-71,0,2067
PWA,258,315,Benoit Moussilmani,F-1,Moussilmani_F-1,0,1737
PWA,258,315,Marcos Pérez,E-7,Pérez_E-7,0,1242
PWA,258,315,Matt Pritchard,US-10,Pritchard_US-10,0,2100
PWA,258,315,Kevin Pritchard,US-3,Pritchard_US-3,0,1968
PWA,258,315,John Skye,K-57,Skye_K-57,0,1836
PWA,258,315,Robby Swift,K-89,Swift_K-89,0,2034
PWA,258,315,Julien Taboulet,F-100,Taboulet_F-100,0,1935
PWA,258,315,Peter Volwater,H-24,Volwater_H-24,0,1869
PWA,258,315,Josh Angulo,CV-1,Angulo_CV-1,0,1407
PWA,258,315,Mathieu Bonno,F-6,Bonno_F-6,0,1506
PWA,258,315,Micah Buzianis,USA-34,Buzianis_USA-34,0,1077
PWA,258,315,Frank Díaz Figueroa,E-200,Díaz Figueroa_E-200,0,0
PWA,258,315,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",0,0
PWA,258,315,Ramon Pastor,E-72,Pastor_E-72,0,1176
PWA,258,315,Mat Pearch,K-16,Pearch_K-16,0,1358
PWA,258,315,Ben Proffitt,K-800,Proffitt_K-800,0,1704
PWA,258,315,Sylvain Puig,F-74,Puig_F-74,0,1127
PWA,258,314,Ulrike Hölzl,AT-123,Hölzl_AT-123,0,947
PWA,258,314,Junko Nagoshi,J-11,Nagoshi_J-11,0,1203
PWA,258,314,Anne-Marie Reichman,H-98,Reichman_H-98,0,1203
PWA,258,314,Iballa Ruano Moreno,E-63,Ruano Moreno_E-63,0,1500
PWA,258,314,Daida Ruano Moreno,E-64,Ruano Moreno_E-64,0,1638
PWA,258,314,Fiona Van Ammers,US-8,Van Ammers_US-8,0,838
PWA,258,314,Tiffany Ward,US-69,Ward_US-69,0,838
PWA,258,314,Morgan Fisher,US-9,Fisher_US-9,0,1081
PWA,258,314,Juliana Gomes de Farias,BRA-124,Gomes de Farias_BRA-124,0,795
PWA,258,314,Ivana Gomes de Farias,BRA-770,Gomes de Farias_BRA-770,0,1081
PWA,258,314,Tatiana Howard,US-16,Howard_US-16,0,947
PWA,258,314,Nayra Alonso,E-4,Alonso_E-4,0,947
PWA,258,314,Jenny Ellefson Riemenschneider,US-129,Ellefson Riemenschneider_US-129,0,1316
PWA,258,314,Shawna Cropas,KC-99,Cropas_KC-99,0,838
PWA,258,314,Jennifer Henderson,US-7,Henderson_US-7,0,1402
PWA,258,314,Kana Suzuki,J-1,Suzuki_J-1,0,947
PWA,258,314,Anick Violette,KC-96,Violette_KC-96,0,838
PWA,258,313,Greg Allaway,KA-38,Allaway_KA-38,0,736
PWA,258,313,Josh Angulo,CV-1,Angulo_CV-1,0,1638
PWA,258,313,Yannick Anton,F-8,Anton_F-8,0,1
PWA,258,313,Jonas Ceballos,E-40,Ceballos_E-40,0,1
PWA,258,313,Victor Fernandez,E-42,Fernandez_E-42,0,736
PWA,258,313,Diony Guadagnino,V-69,Guadagnino_V-69,0,603
PWA,258,313,Xavier Huart,F-33,Huart_F-33,0,1
PWA,258,313,Scott McKercher,KA-181,McKercher_KA-181,0,838
PWA,258,313,Cyril Moussilmani,F-71,Moussilmani_F-71,0,736
PWA,258,313,Sylvain Moussilmani,F-007,Moussilmani_F-007,0,1
PWA,258,313,Alex Mussolini,E-30,Mussolini_E-30,0,1203
PWA,258,313,Dario Ojeda,E-211,Ojeda_E-211,0,1
PWA,258,313,Mat Pearch,K-16,Pearch_K-16,0,1
PWA,258,313,Jason Polakow,KA-1111,Polakow_KA-1111,0,1316
PWA,258,313,Kevin Pritchard,US-3,Pritchard_US-3,0,1081
PWA,258,313,Rush Randle,US-321,Randle_US-321,0,1
PWA,258,313,Kauli Seadi,BRA-253,Seadi_BRA-253,0,1500
PWA,258,313,Levi Siver,USA-0,Siver_USA-0,0,1203
PWA,258,313,John Skye,K-57,Skye_K-57,0,603
PWA,258,313,Robby Swift,K-89,Swift_K-89,0,603
PWA,258,313,Julien Taboulet,F-100,Taboulet_F-100,0,1
PWA,258,313,Keith Teboul,US-60,Teboul_US-60,0,838
PWA,258,313,Klaas Voget,G-4,Voget_G-4,0,1
PWA,258,313,Peter Volwater,H-24,Volwater_H-24,0,1
PWA,258,313,Ross Williams,GBR-83,Williams_GBR-83,0,1
PWA,258,313,Andy Wolff,G-9,Wolff_G-9,0,1
PWA,258,313,Fabrice Beaux,F-911,Beaux_F-911,0,736
PWA,258,313,Regis Bouron,F-300,Bouron_F-300,0,1
PWA,258,313,Tristan Boxford,K-35,Boxford_K-35,0,603
PWA,258,313,Anders Bringdal,S-10,Bringdal_S-10,0,1
PWA,258,313,Jesse Brown,US-055,Brown_US-055,0,1
PWA,258,313,Micah Buzianis,USA-34,Buzianis_USA-34,0,1
PWA,258,313,Mariano Estivill,A-11,Estivill_A-11,0,1
PWA,258,313,Graham Ezzy,USA-1,Ezzy_USA-1,0,1
PWA,258,313,Tony Garcia,DR-17,Garcia_DR-17,0,1
PWA,258,313,Baptiste Gossein,F-61,Gossein_F-61,0,736
PWA,258,313,Francisco Goya,A-211,Goya_A-211,0,1081
PWA,258,313,Boujmaa Guilloul,M-3,Guilloul_M-3,0,736
PWA,258,313,Kai Katchadourian,US-33,Katchadourian_US-33,0,838
PWA,258,313,Shinjo Katsushi,J-4,Katsushi_J-4,0,736
PWA,258,313,Konan Lang,BRA-3,Lang_BRA-3,0,603
