name,age,nationality,sail_no,pwa_url,current_sponsors,pwa_yob
Vickey Abbot,39.0,British ,AWT-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1639&cHash=3079be6910811c9a204a0edff446b23b,"Quatro International, Goya Windsurfing, Bluesmiths",1986.0
Rafael Aguado,54.0,Spanish ,ES-101,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1875&cHash=b8a5ae4d16b761d72c0879053a68af75,"Starboard, Severne Windsurfing",1971.0
Mariana Aguilar Chavez Peon,26.0,Mexican ,MEX-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2235&cHash=d3e6a8605a12b1ab05b816b468302fb9,,1999.0
Sean Aiken,57.0,American ,USA-62,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=8&cHash=fc14e76f6d8659920ef551dec59fddaa,"Quatro International, Naish Sails, No Limit Surf shop",1968.0
Nicolas Akgazciyan,39.0,French ,F-400,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=327&cHash=eff404308eaea3d38a4eca965cee73d4,"JP, NeilPryde, L'Artisan Groupe OPB, ClimatPur Maintenance, Sooruz, Le Grand Narbonne, Leucate, Pierrick Harangwine, Maui Ultra Fins",1986.0
Marina Alabau,39.0,Spanish ,E-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1871&cHash=e962b235720acf14814ce5eb4c3ee00f,"Severne Windsurfing, Starboard Foil",1986.0
Blanca Alabau,28.0,Spanish ,E-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1872&cHash=e79fc025070e227bfdab5ecca952ded9,"WeOne, Severne Windsurfing, ZFoils",1997.0
Guillermo Alba Lasheras,40.0,Spanish ,E-68,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1728&cHash=a53e3f979f6955000eefd581f5870961,"Goya Windsurfing, ION",1985.0
Silvia Alba Orozco,43.0,Spanish ,E-67,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=369&cHash=e6895220024e75e82e8ef773590cf533,"Quatro International, Goya Windsurfing, Goya Windsurfing, MFC",1982.0
Antoine Albeau,52.0,French ,F-192,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=9&cHash=9ffbb805d9f611f7c5638b331f7f3c36,"JP, NeilPryde, Garmin, Quiksilver, Man NegoLoc, PNJ Cam.com, Chris Benz, Orange, NeilPryde Foils, Yamaha WaveRunners, Sellsy",1973.0
Antoine Albert,30.0,French ,NC-21,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1392&cHash=c3743b726fa57e46963bd827f4d3de07,"Goya Windsurfing, All-in Sport Beach Company, Services +, Acpv Nc, MFC, Saint-Jacques Wetsuits",1995.0
Tristan Algret,31.0,French ,GPE-44,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1304&cHash=b08845c21007244a56a46b217684acf5,"Starboard, Severne Windsurfing, ADEP, Chopper Fins, Mystic, Starboard Foil",1994.0
Steve Allen,51.0,Australian ,AUS-0,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=154&cHash=07b1ba1f5be0dc80bf9677f55210a363,,1974.0
Marc Alonso,18.0,Spanish ,E-0,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2114&cHash=239d2967333d3bb6e05cdf3c5ed0440a,"F2, Dakine, Sailboards Tarifa",2007.0
Eleazar Alonso Sanchez,38.0,Spanish ,E-41,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=779&cHash=ad074c781af7c7382b2bcaba6236449e,"Xtreme Sails, King Hogar, Lpwindsurf",1987.0
Tomonori Anami,28.0,Japanese ,JPN-60,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1591&cHash=0a1fc8102c23605c3a7eb4a29473bf69,"Starboard, Severne Windsurfing, Breaker Out, National Institute of Fitness and Sports in Kanoya",1997.0
Mio Anayama,39.0,Japanese ,JPN-311,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1228&cHash=9374f71e594d92367d38c79f823dd59b,"FMX Racing, S2Maui, Brunotti Sportswear",1986.0
María Andrés,41.0,Spanish ,E-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=821&cHash=d57544c3651fb25ee31095945a097da4,,1984.0
Josh Angulo,50.0,American ,CV-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=27&cHash=8046538175f5b03645bb3af8b65e8803,"Angulo, Challenger Sails, Streamlined, Lynch Associates",1975.0
Pablo Ania,35.0,Spanish ,ESP-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1370&cHash=4115090059f37bb9ca8e9047d050c5f7,"Fanatic, Duotone, Real Federación Española de Vela (RFEV), Asociación Española de Funboard (AEF)",1990.0
Ian Anic,18.0,Croatian ,CRO-30,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1942&cHash=795b9a4c159d5205b468feac0a5a3d7b,,2007.0
Vasiliki Argyropoulou,30.0,Greek ,GRE-111,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2186&cHash=f3a9d234217654302ad126a565ccccb9,,1995.0
Damien Arnoux,26.0,French ,FRA-848,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1785&cHash=9f462edcffa1d87bfbaed5f0522ab4d5,"Goya Windsurfing, Loftsails, Banque Populaire Méditerranée",1999.0
Valérie Arrighetti Ghibaudo,52.0,French ,FRA-444,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=748&cHash=0b6bf9a7a0bf879893ce2d19cbac0e5b,"Patrik Boards, GA Sails",1973.0
Arthur Arutkin,28.0,French ,F-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1375&cHash=020588f73a29ac1d9ab816eab042ddae,"Flikka, GUNSAILS, Black Project Fins, Red Bull, ION",1997.0
Alice Léa Justine Arutkin,33.0,French ,F-111,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=971&cHash=411e9487adabd00a54acc982dbf8df1a,"Fanatic, Duotone, ION, Select Fins, Sosh, Red Bull, Le coq sportif, Florette Paquerette",1992.0
Norio Asano,54.0,Japanese ,J-25,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1159&cHash=71e99d1a9f56cc864d7ace31cc215d7c,"FMX Racing, S2Maui, Quiksilver, Brunotti Sportswear",1971.0
Mathias Asencio,,French ,F-18,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1854&cHash=1131c43e28578d31a64fc1f731521153,,
Oriane Asensi,,French ,FRA-818,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1855&cHash=21fa6820e96f46b52456556ab244e3aa,,
Gunnar Asmussen,46.0,German ,GER-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1085&cHash=c62c367ae9d076c8c28a4c8fa9f85f1e,"Starboard, Severne Windsurfing, Nordmann Tool Monitoring",1979.0
Benjamin Augé,29.0,French ,FRA-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1505&cHash=42bc982be49aede5b143c4141d9d9334,"Starboard, Severne Windsurfing",1996.0
Arrianne Aukes,38.0,Dutch ,H-131,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1177&cHash=15f5eacbcbea75279d6b16b855d5a9e8,"Fanatic, Duotone, Wind Jeri, Autobedrif van der Weide, Planet Windsurf All Sport, Sorobon Beach Resort, Pure Energie, Maui Ultra Fins, ION",1987.0
Clément Bachellereau,44.0,French ,NC-57,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1544&cHash=eeea243d30a55acaa5adf33f97d51f24,"Shark Energy Drink, Serical, Micromedia",1981.0
Nil Bacon,,Andorran ,F-712,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1901&cHash=6c6467adafacb8ec8b6054cb30a3c29f,"Patrik Boards, Patrik Sails",
Kiran Badloe,31.0,Dutch ,NED-9,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1858&cHash=734982a508a36d8896c156970a7b785a,"Starboard, Severne Windsurfing, Starboard Foil",1994.0
Sebastian Bail,21.0,German ,GER-150,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2019&cHash=937cf2270fc18ba9dff4b6f517975a0d,,2004.0
Nik Baker,53.0,British ,K-66,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=10&cHash=2e67de38c9da768e55cbf0978a73e478,"Fanatic, Duotone, Meanline Fins, Adidas Sunglasses, MPG",1972.0
Xavier Baldi,57.0,Spanish ,ESP-192,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1789&cHash=286b7c342880b3aa144692e3a35bb731,"Loftsails, AFS2 Foils, Kawaii",1968.0
Ilay Bamnolker,24.0,Israeli ,ISR-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2123&cHash=4b58f657237783bb3d8e60675c593f32,,2001.0
Nicole Bandini,26.0,Italian ,ITA-613,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1507&cHash=efbbecede27315907aa4132974926f70,"Fanatic, Duotone, ION",1999.0
Line Bang Wittrup,22.0,Danish ,D-82,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1798&cHash=fa953e5ab2e99fe53f6fe213ce445963,"Goya Windsurfing, K4 Fins",2003.0
Benjamin Bard-Stevenot,55.0,French ,NC-939,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1566&cHash=ba687d9a9778859b8725a7496aeaa1c1,"Tabou Boards, Goya Windsurfing, Tainos, Loyauté",1970.0
Giacomo Barro,21.0,Italian ,ITA-215,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2203&cHash=c25aa5819c219b2abbf7f170bd6bbec7,"Patrik Boards, Point 7",2004.0
David Batlle,,Spanish ,ESP-844,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1782&cHash=3d3cfab4e19c95b483c9fdc2616bbe12,"I-99, Point-7, Real Federación Española de Vela (RFEV)",
James Battye,,British ,GBR-48,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1975&cHash=245d6027f2f5a8d6467044979c23cbc5,Simmer Style,
Connor Baxter,34.0,American ,US-333,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1709&cHash=98c2e5c6fd7dfecbf0c56b9912ed92cf,"Starboard, Duotone, Dakine",1991.0
Alara Baykent,30.0,Turkish ,USA-07,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1398&cHash=e73b6286063d74ca02bce9a142953736,"RRD, MauiSails",1995.0
Maria Belen Bazo,25.0,Peruvian ,PER-50,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1788&cHash=a23d9e2ece1ab3e8bd74a647af94e9b1,"Chocolisto, Harts Natural, Beach Please Swimwear",2000.0
Michele Becker,26.0,German ,GER-277,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1745&cHash=670def99b5e4107a26050c69f00b9831,"Patrik Boards, Patrik Sails, Patrik Foils, Windlounge, Northshore Management",1999.0
Amanda Beenen,38.0,Dutch ,H-87,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1286&cHash=2fe53f64b2558a6fb9239ad24e43d7ad,"I-99, Point-7, Roxy",1987.0
Adrian Beholz,35.0,German ,G-888,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1151&cHash=5ce6ab4fa8f46c9fbbb122ec181b0a4f,"Patrik Boards, Sailloft Hamburg, Maui Ultra Fins, Surf Action Company",1990.0
Maria Behrens,,German ,G-209,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2017&cHash=7d4d567b9ea16014d86377c98f6672d6,"Duotone, Maui Ultra Fins",
Leon Belanger,49.0,Canadian ,DR-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1732&cHash=2a1e99f5ba70e791839c1cb614d7dc67,"Goya Windsurfing, Loftsails, Dakine",1976.0
Patrice Belbeoc'H,58.0,French ,F-81,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=263&cHash=19dcd29e6018d1f7ebcf818034cebd0e,"Exocet, Square System, Select Fins, Aerotech",1967.0
Stanislav Bem,20.0,Czech Republic ,CZE-222,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2207&cHash=c0b1eb783612e5fc99d5f378ddd306c2,Goya Windsurfing,2005.0
Federico Benamati,22.0,Italian ,ITA-17,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2008&cHash=0ec73c3f92958009048eb2910202fc7c,"AV Boards, Point 7, Detour Surf",2003.0
Daniele Benedetti,29.0,Italian ,ITA-60,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2060&cHash=228316f512733f5a926dc836b0fcb2dc,Duotone,1996.0
Greta Benvenuti,47.0,Italian ,ITA-38,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=932&cHash=e37c8e660675bcd376b71e3ad2e80fc4,"I-99, Challenger Sails, AL360",1978.0
Olivier Bernard,42.0,French ,F-29,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1481&cHash=45fc580cec03952b679d25e30db3769c,"Tabou Boards, GUNSAILS",1983.0
Bruno Bertolo,,Portuguese ,POR-78,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1791&cHash=ee35ba3f7e8d54c09935228ee7a3d922,,
Andrea Bevacqua,43.0,Italian ,ITA-181,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2077&cHash=ab498aec87572e54db570f620b267942,,1982.0
Anna Biagiolini,23.0,Italian ,ITA-188,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1935&cHash=82f8065f708b83d510d7e4eb2b0eb6c4,"Patrik Boards, Patrik Sails, Patrik Foils",2002.0
Caterina Biagiolini,,Italian ,ITA-185,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1936&cHash=94ca01454aabfd44108fd256bd626577,Challenger Sails,
Marius Biger,,French ,NC-129,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1926&cHash=7d784384b014f91c52d866b5f2891ae5,,
Stella Bilger,20.0,New Zealander ,NZL-50,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2237&cHash=6acadd44a03b9b34b32432e16ce26578,"Starboard, Severne Windsurfing",2005.0
Gilbert Bimbi,,Caribbean ,NB-82,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2029&cHash=36eb5e3c9fd81d66c7d873063ec68cab,,
Sam Bittner,40.0,American ,AWT-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1642&cHash=37da82662a7fc4cc09bb0ddfa5046933,"Naish Sails, Dakine",1985.0
Mads Bjørnå,50.0,Danish ,DEN-20,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=290&cHash=a138390d3420e8511bee72c342e46964,"Fanatic, Duotone, K4 Fins",1975.0
Tobias Bjørnaa,19.0,Danish ,D-36,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2176&cHash=44a3c1816d6963f862eceb1f2c22c099,Duotone,2006.0
Matthieu Blavette,34.0,New Caledonian ,NC-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1556&cHash=105c00b7ad8b22f9a8a37a3ed56f0171,"Global Glisse, Alucal, Aloha Windsurfing",1991.0
Aleksandra Blinnikka,32.0,Finnish ,FIN-6,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2238&cHash=8dc7d83e0d87425e8115660274521cd9,,1993.0
Henry Bloodworth,27.0,British ,GBR-10,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1914&cHash=31548efa007bcd463a86c3a8ba9bdb06,"Starboard, Severne Windsurfing",1998.0
Valentin Böckler,32.0,German ,G-315,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1339&cHash=8711a4e072e9666c24991f8342bcddf4,"Starboard, GUNSAILS, Prolimit, Maui Ultra Fins",1993.0
Sybille Bode,,German ,G-132,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2130&cHash=f1fe903c27070348906be0f2463d697c,"Goya Windsurfing, Goya Windsurfing",
Paul Bodin,,French ,FRA-477,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1830&cHash=cd2ffad76930ee96f34607bf865dc449,"Sailloft Hamburg, Starboard",
Anders Boje,44.0,Danish ,DEN-135,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1740&cHash=4077cdd4cf45317d45ab848b2be84368,"RRD, Avanti Sails, organichair.dk",1981.0
Julien Bontemps,45.0,French ,FRA-6,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1535&cHash=ae39d0d787a52cf8c794d1e8fc104c6d,"JP, NeilPryde, F4Fins, Hoalen, Distinxion",1980.0
Moeata Boosie,53.0,Tahitian ,TAH-22,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1712&cHash=99f1a05e24051beb04bba1eca0d772e2,"Point-7, Salt Water Family, Tahiti windsurf shop, Air Tahiti Nui Airline",1972.0
Beb Boosie,55.0,French ,TAH-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1756&cHash=518495ff3f5497c73671a2b90fcad4f7,,1970.0
Cedric Bordes,40.0,French ,FRA-91,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=706&cHash=e00b67e0c002d22b2ab75c26e8352ed1,"Severne Windsurfing, Patrik Foils",1985.0
Victor Borlin,27.0,Swedish ,E-141,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1880&cHash=66262e3b9d44d4d290aefc9b46523eda,"CitySurf Custom Boards, Loftsails, Brunotti Sportswear, Unifiber, Herbalife",1998.0
Christian Bornemann,59.0,German ,GER-29,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1258&cHash=58a6423cb8c47c2df3bf5531dc06a0ce,"JP, NeilPryde",1966.0
Adrien Bosson,33.0,French ,F-296,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1138&cHash=436c7186246defe08a87f0028bd510f3,"Duotone, La Cahute Windsurfschool, ION, Maui Ultra Fins",1992.0
Alessio Botteri,26.0,Peruvian ,PER-20,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1691&cHash=7445aa05ba279e4366349b178bb5451b,"Starboard, Severne Windsurfing, Ovopower, El faro Adventure Resort, O'Neill, Powerade",1999.0
Casper Bouman,40.0,Dutch ,NED-52,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=678&cHash=d4ffee763aa53630350c44b97d2a3e94,"Starboard, NeilPryde, Brunotti Sportswear, Starboard Foil",1985.0
Stéphane Bouquillard,53.0,New Caledonian ,NC-44,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1551&cHash=6085343d925b073ec5422ad0af47d77a,FITZONE,1972.0
Matteo Bourgeois,,French ,FRA-1173,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1847&cHash=08c88b2346a09a76f8c8f20d858eb21b,NeilPryde,
Clément Bozec,33.0,French ,F-32,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1320&cHash=33af745cf8e21c1e964eca8ab979cc06,"Fanatic, Duotone, ION, Mercedes-Benz",1992.0
Yann Brancato,,French ,FRA-673,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1846&cHash=bf7f4245b51d3ae2c527261a40e09a68,"Tabou Boards, GA Sails",
Dimitris Bratanov,24.0,Bulgarian ,BUL-204,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1822&cHash=8c2958bdb4283e38a5d450f6f9cd6e27,,2001.0
Valentin Brault,35.0,French ,FRA-823,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1425&cHash=6918316c1e94f584102addb587f83c18,"Simmer Style, Chopper Fins, Sellsy",1990.0
Nikola Brebric,,Croatian ,Cro-76,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1939&cHash=7f8062418334b085f8856d7158d7ca55,,
Lola Breton,26.0,French ,FRA-529,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1752&cHash=c2dc10a083f5a74a077be2a2f2cd2d7d,"Loftsails, Gan Eurocourtage, Unifiber",1999.0
Vedrana Brnčić,40.0,Croatian ,CRO-134,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1617&cHash=d7b97204c9954045dc6a67b4b17c129b,,1985.0
Gabriel Browne,34.0,Brazilian ,BRA-6,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=818&cHash=e82655e165bd6e403c29e4bba74c18a9,"S2Maui, MFC, Starboard Foil",1991.0
Marcilio Browne,35.0,Brazilian ,BRA-105,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=570&cHash=b9e286a507e7a638c4ed669b189840db,"Goya Windsurfing, Goya Windsurfing, MFC, Mystic",1990.0
Oda Johanne Brødholt,35.0,Norwegian ,NOR-500,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1435&cHash=8710f6aa117829e471c6609a4f5ee2a6,"Starboard, Severne Windsurfing, Mataki, O'Neill, SOMWR",1990.0
Daniel Bruch,44.0,Spanish ,G-1181,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=162&cHash=8a80445cfca6f844c180bd2155a22089,"Bruch Boards, Reptile Masts, LSD Fins",1981.0
Wojtek Brzozowski,48.0,Polish ,POL-10,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=379&cHash=96911191966685e9faf781eaf5ba1842,"Starboard, Severne Windsurfing, Boss Fins, Starboard Foil",1977.0
Lara Bulic,22.0,Croatian ,CRO-14,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1912&cHash=db557fef52e4e5f8a0baea927cb7d864,,2003.0
Christopher Bünger,41.0,German ,G-36,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1627&cHash=021e27ed3e733079da1133920b8c745f,"Goya Windsurfing, Hot Sails Maui, I-99, Point-7",1984.0
Micah Buzianis,54.0,American ,USA-34,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=172&cHash=141726482fb2ad9d59f2735295e77a70,"JP, S2Maui, MPG, Streamlined",1971.0
Yentel Caers,30.0,Belgian ,B-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1415&cHash=60bd14bf5e0a0e58c38494003e1f190b,"JP, NeilPryde",1995.0
Laurent Cali,47.0,New Caledonian ,NC-65,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1554&cHash=02ff5b110f6290c07f443b4431d66350,,1978.0
Ricardo Campello,39.0,Brazilian ,V-111,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=85&cHash=f7c736e7f1e043358c30051c0ac4eddb,"Campello WindCenter, MFC, Campello Eyewear, Aeron, Brunotti Sportswear, Tesisquare, GoldData",1986.0
Arnau Canada Ripoll,,Spanish ,ESP-77,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2016&cHash=55de26994c16c4e59d180e85ad03f19c,"Severne Windsurfing, Severne Windsurfing, Sportlink.es",
Francesco Cappuzzo,27.0,Italian ,I-333,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1386&cHash=331acd2c65490ed9f1382ecebd0ec978,"RRD, AL360, Reef, Danilo Lanteri Fins",1998.0
Laurence Carey,31.0,New Zealander ,NZL-252,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1546&cHash=c02dfa2026bd85337b41e68c7e3cb664,"Fanatic, Duotone",1994.0
Jamaine Carlotti,,French ,FRA-213,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1842&cHash=f18d01c60f6a62ad83c0c06332193b53,"Tabou Boards, GA Sails, Starboard",
Rudy Castorina,44.0,French ,F-04,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1644&cHash=860cc462630cdedc48f32d3bfa6c65f0,Simmer Style,1981.0
Nuno Catarino,,Portuguese ,POR-104,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1794&cHash=d12c957f0d5219f7f73799470f419c5d,,
Octavio Cavalaro,35.0,Argentinian ,ARG-0,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2171&cHash=4912a9947479b9d892bb3f3690755494,"Quatro International, Goya Windsurfing",1990.0
Jonas Ceballos,43.0,Spanish ,E-40,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=76&cHash=d5f37d0b1702990b18f2faa3855ec7a5,,1982.0
Petr Cech,,Czech Republic ,CZE-48,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1956&cHash=98b2e929093f20b4995c49a8ab15ea23,"Duotone, FMX Racing",
