name,age,nationality,sail_no,pwa_url,current_sponsors,pwa_yob
Sara Kellett,30.0,British ,K-694,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1895&cHash=b02a187fb9e21b01da1e660fcc5c28c7,"Severne Windsurfing, Severne Windsurfing, Mystic",1995.0
Bodhi Kempen,20.0,Dutch ,H-242,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2030&cHash=3610df7ebb9e316fc2ed1a3dce2c3a1a,,2005.0
Anami Kenta,20.0,Japanese ,JPN-6,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2055&cHash=399161e0cfeebd656c289f1c247a7948,"Future Fly Boards, Point 7",2005.0
Marc Kerandel,,French ,NC-42,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1929&cHash=da8e48f6068b6b1ff6ad8f34128d3281,,
Kurosh Kiani,41.0,Danish ,D-83,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=708&cHash=55f71e8cdf39cf5182f15f57b7810f03,"Starboard, Point-7, Maui Ultra Fins, Riders DK, Starboard Foil",1984.0
Alexia Kiefer Quintana,19.0,Spanish ,E-59,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1892&cHash=39f3531025de78ea5d832d131cc33491,Duotone,2006.0
Carlos Kiefer Quintana,18.0,Spanish ,E-242,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2178&cHash=cff62884d2a5869781ba20ac10cd1c47,Duotone,2007.0
Hyung-Kwon Kim,43.0,Korean ,KOR-37,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1361&cHash=7122c4baf714981d11b7f5d6343d495a,,1982.0
Duckryoung Kim,60.0,Korean ,KOR-021,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1784&cHash=d6453dc59612d834261ebdedb4b3de95,"Goya Windsurfing, S2Maui",1965.0
Leigh Kingaby,43.0,British ,GBR-427,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1811&cHash=a1cc7504e1c6b91133729d1919062e21,"Fanatic, Duotone, K66, ION",1982.0
Ken Kitahara,54.0,Japanese ,JPN-84,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1774&cHash=8c48bb737ee99e6ffe5b7f9c5131538e,"Tabou Boards, GA Sails, iFins Inter., ION",1971.0
Tristen Erik Kivi,26.0,Estonian ,EST-347,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1810&cHash=e7b2234220b573fcde73982b110001bf,"Starboard, Point-7",1999.0
Lisa Kloster,25.0,German ,G-444,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1672&cHash=8f7a5ddf452c8335f2717f3826ec8363,"MB-Boards, Sailloft Hamburg, Xcel, Surfbent, Wave Hawaii, Salty Heads",2000.0
Yuma Kobayashi,33.0,Japanese ,J-100,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1486&cHash=9da8d5415e7f66944a0de8553bec49c9,"Starboard, Severne Windsurfing, GoPro, Adidas Eyewear, On's, Zen Nutrition, EDOICHI -Traditional food Co, LUCKY ISLAND - Hospital, ZUSHI WINDSURFING SCHOOL",1992.0
Angela Koch,,Caribbean ,NB-31,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1825&cHash=60b5503b9fb29ea82960a0ccb9245f1a,,
Kinichi Kodama,57.0,Japanese ,J-99,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=206&cHash=7c9f2227ceb423ca2aa9362cd9b12b71,"Mistral, Duotone",1968.0
Hisashi Kojima,,Japanese ,JPN-40,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2230&cHash=69c21135f371f89a73b638333796d5a7,"Liberty, Duotone",
Henri Kolberg,24.0,German ,G-45,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1881&cHash=3619d876dae58e8deb59fba2ef186bd5,"Naish Boards, Naish Sails, Prolimit, Maui Ultra Fins",2001.0
Svetlana Kolpikova Bala,41.0,Spanish ,ESP-1010,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1796&cHash=13fda88375e25f2cb92a18aba0292180,"In Your Face.es, LPWS Pozo Izquierdo",1984.0
Tomohiko Komai,47.0,Japanese ,JPN-18,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1158&cHash=ab0c71a862bdfacb3d09dee5af6de45c,"Starboard, GA Sails, Aeron",1978.0
Haruto Konishi,16.0,Japanese ,J-811,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2201&cHash=a24dec938652f1a5bc1d4fcb4de16df5,,2009.0
Jakob Kooij,25.0,Dutch ,NED-99,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1607&cHash=ccdacdb12eb31bb906ae86ec45e8ab73,"Fanatic, Avanti Sails, Sonntag-fins, Waddenteam, Kater Funsports",2000.0
Sebastian Kördel,34.0,German ,GER-220,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1088&cHash=d8bf87355b59b9093905cca5589a1fbf,"Starboard, Severne Windsurfing, Nordmann Tool Monitoring, Starboard Foil, Benzing Vents",1991.0
Sebastian Kornum,32.0,Danish ,DEN-24,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1220&cHash=f8cad89d2d36a4a23ffc80fe1c490963,"JP, NeilPryde, Maritim Center Skive",1993.0
Tigo Kort,20.0,Dutch ,NED-195,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2122&cHash=05403e0fc0d2471821b3d11173d1c644,,2005.0
Jan Kosmina,29.0,Slovenian ,SLO-9,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1457&cHash=cad3aaa49295d2cac886df0b3fab01f6,"Starboard, Point-7",1996.0
Jakub Kosmowski,38.0,Polish ,POL-288,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=770&cHash=707a8558e1e717b9fe5304536b0fa8e2,"RRD, Simmer Style, Dakine, GoPro, JFK Studio",1987.0
Philip Köster,31.0,German ,G-44,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=791&cHash=fef56667ec632bbc24027d5b3c47fff6,"Severne Windsurfing, Severne Windsurfing, Red Bull, VW, Black Project Fins",1994.0
Haruhiko Koumura,59.0,Japanese ,JPN-57,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1018&cHash=9fdd8de6db7498612095e1951a4b0afe,"Starboard, Severne Windsurfing, On's, Tears, Prolimit, MRC",1966.0
Ivkovski Kristijan,54.0,Bulgarian ,BUL-131,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2149&cHash=1e7d8ecb93376eb23d88219c44bda45e,,1971.0
Cagla Kubat,45.0,Turkish ,TUR-75,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=879&cHash=c09ee16f453e4d058d846ae4ed66b598,"Starboard, Point-7, ZUMOSOL",1980.0
Reika Kubata,38.0,Japanese ,J-165,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1769&cHash=112ffd19cadfbe80a9f1bfdddd4005a4,"Tabou Boards, GA Sails, F-hot Fins",1987.0
Akira Kudo,32.0,Japanese ,JPN-9,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1719&cHash=8566a50a768c81fcc38696015336a321,"Tabou Boards, Gan Eurocourtage, F4 Foils, Finish Fins, Brunotti Sportswear",1993.0
Mario Kumpel,,German ,GER-69,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1971&cHash=c7aed05d9c63cbd0b41ed52b4b92ca7e,,
Shinya Kunieda,54.0,Japanese ,JPN-22,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1161&cHash=7eacdf9e43f37dc64effd8c3b6804bf0,"Patrik Boards, Loftsails, Tears, MRC, Breaker Out",1971.0
Daiya Kuramochi,,Japanese ,JPN-54,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2035&cHash=fd2f7951780190d5d3cb64d659b0f545,,
Toshiaki Kutsuna,,Japanese ,JPN-33,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2051&cHash=8621835ba8ee9c994eb84509b12ae95c,,
Ma Kwan Ching,,Hong Kong ,HKG-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1932&cHash=ea367d9cde7b2e1fae32f65d48bf34cd,,
Michail Kypraios,30.0,Greek ,GRE-6666,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1882&cHash=32908ada75a7a3af59b0f3d478d7188e,"Witchcraft Boards, GUNSAILS",1995.0
Andreas Lachauer,34.0,German ,G-171,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1367&cHash=840766f9d67d6f964a40c5fa86e46576,"JP, NeilPryde, NP",1991.0
Duncan Lai,,Andorran ,HKG-0,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1869&cHash=7b7324b585383a52dd40331b4fd1a90c,Starboard,
Panos Lamaris,24.0,German ,GR-264,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2205&cHash=770da8168eb612123a7eb28cc9989300,Bruch Boards,2001.0
Marco Lang,38.0,Austrian ,AUT-66,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1108&cHash=8abd86f97be2419ff536a9aeda6e243c,"Fanatic, Duotone, Chopper Fins, Fabasoft, ION",1987.0
Maike Lang,25.0,German ,G-278,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1897&cHash=a410c9a7501eb7a2f6c87561ac5030d9,,2000.0
Kevin Langbehn,29.0,German ,G-1515,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1749&cHash=00f32f40b87a0db7a305302ab7cf91fb,"Tabou Boards, Severne Windsurfing",1996.0
Vincent Langer,38.0,German ,G-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=396&cHash=7388fee04ba7327244cbe3026d8cf762,"Fanatic, Duotone, Chiemsee, Maui Jim, Concat, Carl Rehder",1987.0
Natasa Lappa,23.0,Cypriot ,CYP-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2145&cHash=aa2a159fa1436ab51efed53097709b81,,2002.0
Kasper Juul Larsen,49.0,Danish ,DEN-11,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1192&cHash=339b28ec3cb35274c390cbe6ca8907a1,"Starboard, Loftsails",1976.0
Amaury Lasiman,24.0,French ,NC-534,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1582&cHash=33d6a1e1ed0bc28b2a8aec33eff5a400,,2001.0
Amaury Lasiman,,French ,FRA-534,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1934&cHash=9270ef15c6b0116d51fd1780ce6e7572,"Patrik Boards, Loftsails",
Andy Laufer,55.0,German ,G-93,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=42&cHash=949ad2a47e3c98f6da68dd7d8cbea886,"JP, NeilPryde, GoPro",1970.0
Kymani Laurent,19.0,French ,GPE-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2167&cHash=7c587f4ba14271f554fe4eb21eb574dc,"Tabou Boards, GA Sails",2006.0
Nuage Le Derff,29.0,French ,F-605,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1790&cHash=08129f9770caaff1e1f1dedfbd2b9d4f,"Severne Windsurfing, Severne Windsurfing, Arinfo",1996.0
Jay Lee,40.0,Korean ,KO-211,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1643&cHash=f64dd5242b8ccd57ad04092318265a01,"Goya Windsurfing, S2Maui, MFC, Barrel, Dakine",1985.0
Inmi Lee,35.0,Korean ,KO-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1771&cHash=47ec0fe2ec3f92f3b9ad46ac21d0bb86,Goya Windsurfing,1990.0
Justine Lemeteyer,,French ,F-171,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1838&cHash=8a38a7a37457c8d34f80f8733a286b74,"Patrik Boards, Patrik Sails, E Leclerc Caen, Patrik Foils",
Kai Lenny,32.0,American ,US-1112,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=768&cHash=e8a27a91577e7e97a4ccb58f7ad619e6,"Quatro International, Goya Windsurfing, MFC, Oxbow, Red Bull",1993.0
Loick Lesauvage,25.0,French ,F-780,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1614&cHash=c64a9cdc1f69676549352543ddddf532,"Goya Windsurfing, Shamal Sunglasses, Nexpa, Energia, Cyclops Gear, MFC, Barney Cools",2000.0
Océane Lescadieu,28.0,French ,NC-815,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1550&cHash=2f837471a61cbbcab7670db8c9c59e7b,S2Maui,1997.0
Sebastien Lescadieu,,New Caledonian ,NC-101,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1863&cHash=0b0b37b239bdda48dcde1dfa955b8cc1,"JP, S2Maui",
Maksymilian Jonasz Lesniewski,24.0,Polish ,POL-770,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1815&cHash=4d1dbd0c6a17ac4188118d5524966e44,"Patrik Boards, Point 7",2001.0
Dudu Levi,30.0,Israeli ,ISR-421,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1806&cHash=912e546c278c0c86583f1425dca1fb32,GUNSAILS,1995.0
Eliran Levi,28.0,Israeli ,ISR-22,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1506&cHash=6da21b86557f33804010530a414fd113,"Tabou Boards, GA Sails, Maui Ultra Fins",1997.0
Adam Lewis,37.0,British ,K-516,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=989&cHash=391590ed06334e663628d9f88aca1484,"Goya Windsurfing, otc-windsurf.com, ION, SWOX",1988.0
Alice Liittaye,26.0,French ,FRA-452,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1786&cHash=62522797a3d6b649831107710b2c9419,"SL Windsurfing, Side-Shore",1999.0
Niklas Lillelund,23.0,Danish ,DEN-291,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1783&cHash=dfc1448a5a5d8dd81ac5c56ff59fc0eb,"JP, NeilPryde, Helly Hansen",2002.0
Yun-Hee Lim,57.0,Korean ,KOR-033,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=917&cHash=c0e3a0a8241ff479deb3e522f7cd9ff5,"Starboard, Severne Windsurfing, Dakine, ION",1968.0
Milanka Linde,,German ,G-1316,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2007&cHash=6938fab70f24a3365ba6fe4336caf6d7,,
Christian Linnerud,,Norwegian ,NOR-66,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1909&cHash=a88b36b16a3897065002f7360e1ff62d,"Starboard, Severne Windsurfing, F-hot Fins",
Santiago Lirosi,31.0,Argentinian ,ARG-54,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2173&cHash=930d6d39c8d8509e57b1acaa9fe5b455,Goya Windsurfing,1994.0
Ferdinando Loffreda,55.0,Italian ,HI-1001,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1645&cHash=065417578208d58275e40db7c855a0a0,"Quatro International, MauiSails",1970.0
Massimiliano Loncrini,32.0,Italian ,ITA-5084,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1721&cHash=6ee37dbc1f6eb81d988505a5e3a42e78,"Fanatic, Duotone, Fenz your Friends, ION",1993.0
Juandedios Lopez Barba,43.0,Spanish ,E-513,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1674&cHash=a4b4cab3b1be9b78c5e5e102be17a615,Sailloft Hamburg,1982.0
Brendan Lorho,19.0,French ,FRA-113,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2180&cHash=62dfe9936af69fabccb0e74d280e943e,"FMX Racing, Point 7",2006.0
Antoine Lorin,30.0,French ,F-128,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1676&cHash=2fe663574edfe976d3cbaf874dcac877,"Tabou Boards, GA Sails, Gasoil Fins",1995.0
Stefano Lorioli,,Italian ,I-420,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1827&cHash=e54a205497b8af26a334de013f7c158d,"RRD, Starboard",
Marco Lufen,31.0,German ,G-2626,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1442&cHash=47a7cab5cf727be21418575648862df5,"Fanatic, Duotone, Chiemsee, Maui Ultra Fins",1994.0
Jose Luis Boronat Suay,25.0,Spanish ,ESP-100,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1877&cHash=6006bec5636fe3cbc98389b7de51ae3c,Loftsails,2000.0
Pierre Macquaert,26.0,French ,FRA-945,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1689&cHash=4a5d1cfc3a58b671ec1dadfc3abfa455,"JP Australia, NeilPryde, NeilPryde Foils, VW, Calaisfornia, OGS voile, Au Miami, Deleganet, Cafe du Minck, Chopper Fins, Go'Up Crossfit, Gan Assurances",1999.0
Marlon Maethner,20.0,German ,G-31,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2198&cHash=f90b9c0ba70f50e773bdc640728f1671,"Duotone, ION, Chiemsee",2005.0
Leon Maethner,,German ,G-31X,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2250&cHash=5df812e6ec803824e01265f3b8e006bf,Duotone,
Tomas Malina,46.0,Czechoslovakian ,CZE-109,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=857&cHash=e32477b734fccbf81ddc6c8402f59bc6,"Fanatic, Duotone, O'Neill",1979.0
Riccardo Marca,28.0,Italian ,ITA-988,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1602&cHash=b54e853322d809bd4b1a19e32ec9f793,"Fanatic, Duotone, Geox, ION",1997.0
Eugenio Marconi,23.0,Italian ,ITA-312,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1903&cHash=c952757efb3fff8e749584c3f06eeeda,Duotone,2002.0
Enrico Marotti,33.0,Croatian ,CRO-401,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1401&cHash=93009168022db836ba9829cdc05e6ca3,"JP, NeilPryde",1992.0
Antoine Martin,31.0,French ,F-193,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1308&cHash=e4b55f8e00e5858d8eaf61d999428d91,"North Sails, ADF Medico Dentaire, Windy Sails, MFC, Mystic",1994.0
Fernando Martinez,47.0,Spanish ,ESP-71,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=415&cHash=343ae798d7b2eababb5e8eb676d8f660,"Starboard, Loftsails, Real Federación Española de Vela (RFEV), Asociación Española de Funboard (AEF)",1978.0
Bruno Martini,31.0,Italian ,ITA-160,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1427&cHash=7f1831702ffafc887e3f0e9a1ce1f0b1,"JP, NeilPryde",1994.0
Julien Mas,35.0,French ,FRA-07,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1160&cHash=fed4a6adfcb764157a12cc8864c864f2,"GUNSAILS, Nine Ink",1990.0
Tabuchi Masaki,,Japanese ,JPN-97,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2038&cHash=2dbf0cd348f15deac18cb3d66db1b180,,
Nicolas Masson,,French ,NC-62,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1659&cHash=3d849ef36fb08ba225637745be455f00,,
Alexis Mathis,22.0,French ,FRA-997,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2076&cHash=fe23e24026355a9804f3a189195d8565,"Tabou Boards, GA Sails",2003.0
Max Matissek,37.0,Austrian ,OE-9,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=763&cHash=174894a8b169082fd2568f06d3e526c5,"Fanatic, Duotone, Chiemsee",1988.0
Mistral Matulja,,Croatian ,CRO-211,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1972&cHash=9152e955c436009d78ae581c4dc478f3,"Patrik Boards, Challenger Sails, Bug Fins Foils, Recharge, Aitac",
Moritz Mauch,29.0,German ,G-103,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1194&cHash=7810dfce0b2245d61b5b7121d52bce6e,"Severne Windsurfing, Severne Windsurfing, Killer Fish, Garmin, MFC",1996.0
Finian Maynard,50.0,Irish ,KV-11,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=213&cHash=d88ad80aed602e882edc028e255de8dc,FMX Racing,1975.0
Phil McGain,,Australian ,AUS-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=121&cHash=99455cd849aaffc314445bf932a1c6b7,"Carbon Art, MauiSails",
Aaron Mcintosh,,New Zealander ,NZL-121,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1857&cHash=4758b29b29ea683748fd690ec7e2b457,"NZ Boardstore, Audi",
Scott McKercher,55.0,Australian ,KA-181,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=17&cHash=0c9ffa2ba74539c341ab70dbfbebf0e6,"Starboard, Severne Windsurfing, Cockburn Joinery",1970.0
Will McMillan,,Thai ,THA-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2052&cHash=50e8b90479078991be9e71a9cca07f37,"Starboard, Challenger Sails, Patrik Foils",
Max Meffan,24.0,New Zealander ,NZL-106,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1779&cHash=6b611a70a5513b1edd3bfd1f318cf8c0,,2001.0
Julia Meijer,45.0,Dutch ,H-69,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=778&cHash=3d036994da1c9d4a1bc321ed9756f641,"Atan, Sapph, D'light Boards, Surfgear, No Limitz, O'Neill, Sportlagune, Arjen Keer, Hotel de finances, FGIM, Younique travel, Royal Haskoning",1980.0
Sterre Meijer,,Dutch ,H-221,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1999&cHash=030adaf3722861c4f241855d56266b07,"Severne Windsurfing, Roxy, Lagoa Fins, Severne Windsurfing",
Yarden Meir,33.0,Israeli ,ISR-91,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1195&cHash=b67da59306f9d3466a281564e898ce4f,"Goya Windsurfing, Ocean Nation",1992.0
Lucas Meldrum,24.0,British ,K-90,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1896&cHash=b24446c235e65efc60a5bc18a5aa7777,"Duotone, ION, K4 Fins",2001.0
Finn Mellon,26.0,Irish ,IR-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2166&cHash=07fb8b21b685b14d3265eee9d7b0641f,"Quatro International, Goya Windsurfing",1999.0
Thomas Merceur,27.0,French ,F-159,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1705&cHash=5fea5239640bf84cbb64f33f3abb3a79,"Tabou Boards, GA Sails",1998.0
Benoit Merceur,23.0,French ,FRA-1159,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2000&cHash=c99575c85aa4fc58537bebf7d1352c1b,"Starboard, Severne Windsurfing, Starboard Foil, Voltania, Sodarex Avenir, CVPM",2002.0
Nikodem Merlak,32.0,Polish ,POL-64,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1404&cHash=a244c0df30553c2b944ee1b7cd58ddba,"Goya Windsurfing, MFC",1993.0
Bryan Metcalf-Perez,38.0,American ,US-505,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1226&cHash=2aa2bed0fe5d9fdbb5d159929b78b335,"S2Maui, Vector Fins, No Limitz, Dakine",1987.0
Kevin Mevissen,42.0,Dutch ,H-79,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=368&cHash=58d77419bd558c8b736eceeedba1a396,"Goya Windsurfing, Prolimit",1983.0
Maxime Meyer,17.0,New Caledonian ,NC-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2233&cHash=45ae402a5baa1514a384cb709a5f0521,Point 7,2008.0
Laurenza Michele,,Italian ,ITA-9114,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2074&cHash=3bf7689673e5c24cde15132bbf47ae5f,,
Giulio Milianelli,23.0,Italian ,ITA-206,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2087&cHash=0f8a6176eb344e9667be010afc20eafd,RRD,2002.0
Emma Millend,19.0,Estonian ,EST-127,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2242&cHash=9fdff8073294b661b1f28ace3d82fc21,"Starboard, Point 7",2006.0
