,source,event_id,eventDivisionId,sex,round_name,round_order,heat_id,heat_order,total_winners_progressing,winners_progressing_to_round_order,total_losers_progressing,losers_progressing_to_round_order,Total_Round_Heats,Max_Heats,actual_heat_order,y_pos
2508,PWA,322,699,Men,Round 1,0,1462_5b,5 b,1.0,,,,16,16,10,10.0
2509,PWA,322,699,Men,Round 1,0,1462_6a,6 a,1.0,,,,16,16,11,11.0
2510,PWA,322,699,Men,Round 1,0,1462_6b,6 b,1.0,,,,16,16,12,12.0
2511,PWA,322,699,Men,Round 1,0,1462_7a,7 a,1.0,,,,16,16,13,13.0
2512,PWA,322,699,Men,Round 1,0,1462_7b,7 b,1.0,,,,16,16,14,14.0
2513,PWA,322,699,Men,Round 1,0,1462_8a,8 a,1.0,,,,16,16,15,15.0
2514,PWA,322,699,Men,Round 1,0,1462_8b,8 b,1.0,,,,16,16,16,16.0
2515,PWA,322,699,Men,Round 2,1,1462_9a,9 a,1.0,,,,8,16,7,11.0
2516,PWA,322,699,Men,Round 2,1,1462_9b,9 b,1.0,,,,8,16,8,12.0
2517,PWA,322,702,Women,Round 1,0,1463_1a,1 a,1.0,,,,8,8,1,1.0
2518,PWA,322,702,Women,Round 1,0,1463_1b,1 b,1.0,,,,8,8,2,2.0
2519,PWA,322,702,Women,Round 1,0,1463_2a,2 a,1.0,,,,8,8,3,3.0
2520,PWA,322,702,Women,Round 1,0,1463_2b,2 b,1.0,,,,8,8,4,4.0
2521,PWA,322,702,Women,Round 1,0,1463_3a,3 a,1.0,,,,8,8,5,5.0
2522,PWA,322,702,Women,Round 1,0,1463_3b,3 b,1.0,,,,8,8,6,6.0
2523,PWA,322,702,Women,Round 1,0,1463_4a,4 a,1.0,,,,8,8,7,7.0
2524,PWA,322,702,Women,Round 1,0,1463_4b,4 b,1.0,,,,8,8,8,8.0
2525,PWA,322,702,Women,Round 2,1,1463_5a,5 a,1.0,,,,4,8,1,3.0
2526,PWA,322,702,Women,Round 2,1,1463_5b,5 b,1.0,,,,4,8,2,4.0
2527,PWA,322,702,Women,Round 2,1,1463_6a,6 a,1.0,,,,4,8,3,5.0
2528,PWA,322,702,Women,Round 2,1,1463_6b,6 b,1.0,,,,4,8,4,6.0
2529,PWA,322,702,Women,Round 3,2,1463_7a,7 a,1.0,,,,2,8,1,4.0
2530,PWA,322,702,Women,Round 3,2,1463_7b,7 b,1.0,,,,2,8,2,5.0
2531,PWA,322,702,Women,Round 4,3,1463_8a,8,1.0,,,,2,8,1,4.0
2532,PWA,322,702,Women,Round 4,3,1463_9a,9,1.0,,,,2,8,2,5.0
2533,PWA,324,706,Men,Round 1,0,1474_1a,1,2.0,,,,8,8,1,1.0
2534,PWA,324,706,Men,Round 2,1,1474_10a,10,2.0,,,,4,8,1,3.0
2535,PWA,324,706,Men,Round 2,1,1474_11a,11,2.0,,,,4,8,2,4.0
2536,PWA,324,706,Men,Round 2,1,1474_12a,12,2.0,,,,4,8,3,5.0
2537,PWA,324,706,Men,Round 3,2,1474_13a,13,2.0,,,,2,8,1,4.0
2538,PWA,324,706,Men,Round 3,2,1474_14a,14,2.0,,,,2,8,2,5.0
2539,PWA,324,706,Men,Round 4,3,1474_15a,15,2.0,,,,1,8,1,4.5
2540,PWA,324,706,Men,Round 1,0,1474_2a,2,2.0,,,,8,8,2,2.0
2541,PWA,324,706,Men,Round 1,0,1474_3a,3,2.0,,,,8,8,3,3.0
2542,PWA,324,706,Men,Round 1,0,1474_4a,4,2.0,,,,8,8,4,4.0
2543,PWA,324,706,Men,Round 1,0,1474_5a,5,2.0,,,,8,8,5,5.0
2544,PWA,324,706,Men,Round 1,0,1474_6a,6,2.0,,,,8,8,6,6.0
2545,PWA,324,706,Men,Round 1,0,1474_7a,7,2.0,,,,8,8,7,7.0
2546,PWA,324,706,Men,Round 1,0,1474_8a,8,2.0,,,,8,8,8,8.0
2547,PWA,324,706,Men,Round 2,1,1474_9a,9,2.0,,,,4,8,4,6.0
2548,PWA,324,707,Men,Round 1,0,1474_16a,16,2.0,,,,4,6,1,2.0
2549,PWA,324,707,Men,Round 1,0,1474_17a,17,2.0,,,,4,6,2,3.0
2550,PWA,324,707,Men,Round 1,0,1474_18a,18,2.0,,,,4,6,3,4.0
2551,PWA,324,707,Men,Round 1,0,1474_19a,19,2.0,,,,4,6,4,5.0
2552,PWA,324,707,Men,Round 2,1,1474_20a,20,2.0,,,,4,6,1,2.0
2553,PWA,324,707,Men,Round 2,1,1474_21a,21,2.0,,,,4,6,2,3.0
2554,PWA,324,707,Men,Round 2,1,1474_22a,22,2.0,,,,4,6,3,4.0
2555,PWA,324,707,Men,Round 2,1,1474_23a,23,2.0,,,,4,6,4,5.0
2556,PWA,324,707,Men,Round 3,2,1474_24a,24,2.0,,,,2,6,1,3.0
2557,PWA,324,707,Men,Round 3,2,1474_25a,25,2.0,,,,2,6,2,4.0
2558,PWA,324,707,Men,Round 4,3,1474_26a,26,2.0,,,,2,6,1,3.0
2559,PWA,324,707,Men,Round 4,3,1474_27a,27,2.0,,,,2,6,2,4.0
2560,PWA,324,707,Men,Round 5,4,1474_28a,28,2.0,,,,1,6,1,3.5
2561,PWA,324,707,Men,Round 6,5,1474_29a,29,2.0,,,,6,6,1,1.0
2562,PWA,324,707,Men,Round 6,5,1474_30a,30,2.0,,,,6,6,2,2.0
2563,PWA,324,707,Men,Round 6,5,1474_31a,31,2.0,,,,6,6,3,3.0
2564,PWA,324,707,Men,Round 6,5,1474_32a,32,2.0,,,,6,6,4,4.0
2565,PWA,324,707,Men,Round 6,5,1474_33a,33,2.0,,,,6,6,5,5.0
2566,PWA,324,707,Men,Round 6,5,1474_34a,34,2.0,,,,6,6,6,6.0
2567,PWA,328,708,Men,Round 1,0,1476_1a,1 a,1.0,,,,16,16,1,1.0
2568,PWA,328,708,Men,Round 1,0,1476_1b,1 b,1.0,,,,16,16,2,2.0
2569,PWA,328,708,Men,Round 2,1,1476_10a,10 a,1.0,,,,16,16,1,1.0
2570,PWA,328,708,Men,Round 2,1,1476_10b,10 b,1.0,,,,16,16,2,2.0
2571,PWA,328,708,Men,Round 2,1,1476_11a,11 a,1.0,,,,16,16,3,3.0
2572,PWA,328,708,Men,Round 2,1,1476_11b,11 b,1.0,,,,16,16,4,4.0
2573,PWA,328,708,Men,Round 2,1,1476_12a,12 a,1.0,,,,16,16,5,5.0
2574,PWA,328,708,Men,Round 2,1,1476_12b,12 b,1.0,,,,16,16,6,6.0
2575,PWA,328,708,Men,Round 2,1,1476_13a,13 a,1.0,,,,16,16,7,7.0
2576,PWA,328,708,Men,Round 2,1,1476_13b,13 b,1.0,,,,16,16,8,8.0
2577,PWA,328,708,Men,Round 2,1,1476_14a,14 a,1.0,,,,16,16,9,9.0
2578,PWA,328,708,Men,Round 2,1,1476_14b,14 b,1.0,,,,16,16,10,10.0
2579,PWA,328,708,Men,Round 2,1,1476_15a,15 a,1.0,,,,16,16,11,11.0
2580,PWA,328,708,Men,Round 2,1,1476_15b,15 b,1.0,,,,16,16,12,12.0
2581,PWA,328,708,Men,Round 2,1,1476_16a,16 a,1.0,,,,16,16,13,13.0
2582,PWA,328,708,Men,Round 2,1,1476_16b,16 b,1.0,,,,16,16,14,14.0
2583,PWA,328,708,Men,Round 3,2,1476_17a,17 a,1.0,,,,8,16,1,5.0
2584,PWA,328,708,Men,Round 3,2,1476_17b,17 b,1.0,,,,8,16,2,6.0
2585,PWA,328,708,Men,Round 3,2,1476_18a,18 a,1.0,,,,8,16,3,7.0
2586,PWA,328,708,Men,Round 3,2,1476_18b,18 b,1.0,,,,8,16,4,8.0
2587,PWA,328,708,Men,Round 3,2,1476_19a,19 a,1.0,,,,8,16,5,9.0
2588,PWA,328,708,Men,Round 3,2,1476_19b,19 b,1.0,,,,8,16,6,10.0
2589,PWA,328,708,Men,Round 1,0,1476_2a,2 a,1.0,,,,16,16,3,3.0
2590,PWA,328,708,Men,Round 1,0,1476_2b,2 b,1.0,,,,16,16,4,4.0
2591,PWA,328,708,Men,Round 3,2,1476_20a,20 a,1.0,,,,8,16,7,11.0
2592,PWA,328,708,Men,Round 3,2,1476_20b,20 b,1.0,,,,8,16,8,12.0
2593,PWA,328,708,Men,Round 4,3,1476_21a,21 a,1.0,,,,4,16,1,7.0
2594,PWA,328,708,Men,Round 4,3,1476_21b,21 b,1.0,,,,4,16,2,8.0
2595,PWA,328,708,Men,Round 4,3,1476_22a,22 a,1.0,,,,4,16,3,9.0
2596,PWA,328,708,Men,Round 4,3,1476_22b,22 b,1.0,,,,4,16,4,10.0
2597,PWA,328,708,Men,Round 5,4,1476_23a,23 a,1.0,,,,2,16,1,8.0
2598,PWA,328,708,Men,Round 5,4,1476_23b,23 b,1.0,,,,2,16,2,9.0
2599,PWA,328,708,Men,Round 6,5,1476_24a,24,1.0,,,,2,16,1,8.0
2600,PWA,328,708,Men,Round 6,5,1476_25a,25,1.0,,,,2,16,2,9.0
2601,PWA,328,708,Men,Round 1,0,1476_3a,3 a,1.0,,,,16,16,5,5.0
2602,PWA,328,708,Men,Round 1,0,1476_3b,3 b,1.0,,,,16,16,6,6.0
2603,PWA,328,708,Men,Round 1,0,1476_4a,4 a,1.0,,,,16,16,7,7.0
2604,PWA,328,708,Men,Round 1,0,1476_4b,4 b,1.0,,,,16,16,8,8.0
2605,PWA,328,708,Men,Round 1,0,1476_5a,5 a,1.0,,,,16,16,9,9.0
2606,PWA,328,708,Men,Round 1,0,1476_5b,5 b,1.0,,,,16,16,10,10.0
2607,PWA,328,708,Men,Round 1,0,1476_6a,6 a,1.0,,,,16,16,11,11.0
2608,PWA,328,708,Men,Round 1,0,1476_6b,6 b,1.0,,,,16,16,12,12.0
2609,PWA,328,708,Men,Round 1,0,1476_7a,7 a,1.0,,,,16,16,13,13.0
2610,PWA,328,708,Men,Round 1,0,1476_7b,7 b,1.0,,,,16,16,14,14.0
2611,PWA,328,708,Men,Round 1,0,1476_8a,8 a,1.0,,,,16,16,15,15.0
2612,PWA,328,708,Men,Round 1,0,1476_8b,8 b,1.0,,,,16,16,16,16.0
2613,PWA,328,708,Men,Round 2,1,1476_9a,9 a,1.0,,,,16,16,15,15.0
2614,PWA,328,708,Men,Round 2,1,1476_9b,9 b,1.0,,,,16,16,16,16.0
2615,PWA,328,709,Women,Round 1,0,1477_1a,1 a,1.0,,,,16,16,1,1.0
2616,PWA,328,709,Women,Round 1,0,1477_1b,1 b,1.0,,,,16,16,2,2.0
2617,PWA,328,709,Women,Round 2,1,1477_10a,10 a,1.0,,,,8,16,1,5.0
2618,PWA,328,709,Women,Round 2,1,1477_10b,10 b,1.0,,,,8,16,2,6.0
2619,PWA,328,709,Women,Round 2,1,1477_11a,11 a,1.0,,,,8,16,3,7.0
2620,PWA,328,709,Women,Round 2,1,1477_11b,11 b,1.0,,,,8,16,4,8.0
2621,PWA,328,709,Women,Round 2,1,1477_12a,12 a,1.0,,,,8,16,5,9.0
2622,PWA,328,709,Women,Round 2,1,1477_12b,12 b,1.0,,,,8,16,6,10.0
2623,PWA,328,709,Women,Round 3,2,1477_13a,13 a,1.0,,,,4,16,1,7.0
2624,PWA,328,709,Women,Round 3,2,1477_13b,13 b,1.0,,,,4,16,2,8.0
2625,PWA,328,709,Women,Round 3,2,1477_14a,14 a,1.0,,,,4,16,3,9.0
2626,PWA,328,709,Women,Round 3,2,1477_14b,14 b,1.0,,,,4,16,4,10.0
2627,PWA,328,709,Women,Round 4,3,1477_15a,15 a,1.0,,,,2,16,1,8.0
2628,PWA,328,709,Women,Round 4,3,1477_15b,15 b,1.0,,,,2,16,2,9.0
2629,PWA,328,709,Women,Round 5,4,1477_16a,16,1.0,,,,2,16,1,8.0
2630,PWA,328,709,Women,Round 5,4,1477_17a,17,1.0,,,,2,16,2,9.0
2631,PWA,328,709,Women,Round 1,0,1477_2a,2 a,1.0,,,,16,16,3,3.0
2632,PWA,328,709,Women,Round 1,0,1477_2b,2 b,1.0,,,,16,16,4,4.0
2633,PWA,328,709,Women,Round 1,0,1477_3a,3 a,1.0,,,,16,16,5,5.0
2634,PWA,328,709,Women,Round 1,0,1477_3b,3 b,1.0,,,,16,16,6,6.0
2635,PWA,328,709,Women,Round 1,0,1477_4a,4 a,1.0,,,,16,16,7,7.0
2636,PWA,328,709,Women,Round 1,0,1477_4b,4 b,1.0,,,,16,16,8,8.0
2637,PWA,328,709,Women,Round 1,0,1477_5a,5 a,1.0,,,,16,16,9,9.0
2638,PWA,328,709,Women,Round 1,0,1477_5b,5 b,1.0,,,,16,16,10,10.0
2639,PWA,328,709,Women,Round 1,0,1477_6a,6 a,1.0,,,,16,16,11,11.0
2640,PWA,328,709,Women,Round 1,0,1477_6b,6 b,1.0,,,,16,16,12,12.0
2641,PWA,328,709,Women,Round 1,0,1477_7a,7 a,1.0,,,,16,16,13,13.0
2642,PWA,328,709,Women,Round 1,0,1477_7b,7 b,1.0,,,,16,16,14,14.0
2643,PWA,328,709,Women,Round 1,0,1477_8a,8 a,1.0,,,,16,16,15,15.0
2644,PWA,328,709,Women,Round 1,0,1477_8b,8 b,1.0,,,,16,16,16,16.0
2645,PWA,328,709,Women,Round 2,1,1477_9a,9 a,1.0,,,,8,16,7,11.0
2646,PWA,328,709,Women,Round 2,1,1477_9b,9 b,1.0,,,,8,16,8,12.0
2647,PWA,328,710,Women,Round 1,0,1477_18a,18 a,1.0,,,,8,8,1,1.0
2648,PWA,328,710,Women,Round 1,0,1477_18b,18 b,1.0,,,,8,8,2,2.0
2649,PWA,328,710,Women,Round 1,0,1477_19a,19 a,1.0,,,,8,8,3,3.0
2650,PWA,328,710,Women,Round 1,0,1477_19b,19 b,1.0,,,,8,8,4,4.0
2651,PWA,328,710,Women,Round 1,0,1477_20a,20 a,1.0,,,,8,8,5,5.0
2652,PWA,328,710,Women,Round 1,0,1477_20b,20 b,1.0,,,,8,8,6,6.0
2653,PWA,328,710,Women,Round 1,0,1477_21a,21 a,1.0,,,,8,8,7,7.0
2654,PWA,328,710,Women,Round 1,0,1477_21b,21 b,1.0,,,,8,8,8,8.0
2655,PWA,328,710,Women,Round 2,1,1477_22a,22 a,1.0,,,,8,8,1,1.0
2656,PWA,328,710,Women,Round 2,1,1477_22b,22 b,1.0,,,,8,8,2,2.0
2657,PWA,328,710,Women,Round 2,1,1477_23a,23 a,1.0,,,,8,8,3,3.0
2658,PWA,328,710,Women,Round 2,1,1477_23b,23 b,1.0,,,,8,8,4,4.0
2659,PWA,328,710,Women,Round 2,1,1477_24a,24 a,1.0,,,,8,8,5,5.0
2660,PWA,328,710,Women,Round 2,1,1477_24b,24 b,1.0,,,,8,8,6,6.0
2661,PWA,328,710,Women,Round 2,1,1477_25a,25 a,1.0,,,,8,8,7,7.0
2662,PWA,328,710,Women,Round 2,1,1477_25b,25 b,1.0,,,,8,8,8,8.0
2663,PWA,328,710,Women,Round 3,2,1477_26a,26 a,1.0,,,,4,8,1,3.0
2664,PWA,328,710,Women,Round 3,2,1477_26b,26 b,1.0,,,,4,8,2,4.0
2665,PWA,328,710,Women,Round 3,2,1477_27a,27 a,1.0,,,,4,8,3,5.0
2666,PWA,328,710,Women,Round 3,2,1477_27b,27 b,1.0,,,,4,8,4,6.0
2667,PWA,328,710,Women,Round 4,3,1477_28a,28 a,1.0,,,,4,8,1,3.0
2668,PWA,328,710,Women,Round 4,3,1477_28b,28 b,1.0,,,,4,8,2,4.0
2669,PWA,328,710,Women,Round 4,3,1477_29a,29 a,1.0,,,,4,8,3,5.0
2670,PWA,328,710,Women,Round 4,3,1477_29b,29 b,1.0,,,,4,8,4,6.0
2671,PWA,328,710,Women,Round 5,4,1477_30a,30 a,1.0,,,,2,8,1,4.0
2672,PWA,328,710,Women,Round 5,4,1477_30b,30 b,1.0,,,,2,8,2,5.0
2673,PWA,328,710,Women,Round 6,5,1477_31a,31,1.0,,,,6,8,1,2.0
2674,PWA,328,710,Women,Round 6,5,1477_32a,32,1.0,,,,6,8,2,3.0
2675,PWA,328,710,Women,Round 6,5,1477_33a,33,1.0,,,,6,8,3,4.0
2676,PWA,328,710,Women,Round 6,5,1477_34a,34,1.0,,,,6,8,4,5.0
2677,PWA,328,710,Women,Round 6,5,1477_35a,35,1.0,,,,6,8,5,6.0
2678,PWA,328,710,Women,Round 6,5,1477_36a,36,1.0,,,,6,8,6,7.0
2679,PWA,328,711,Men,Round 1,0,1476_26a,26 a,1.0,,,,16,16,1,1.0
2680,PWA,328,711,Men,Round 1,0,1476_26b,26 b,1.0,,,,16,16,2,2.0
2681,PWA,328,711,Men,Round 1,0,1476_27a,27 a,1.0,,,,16,16,3,3.0
2682,PWA,328,711,Men,Round 1,0,1476_27b,27 b,1.0,,,,16,16,4,4.0
2683,PWA,328,711,Men,Round 1,0,1476_28a,28 a,1.0,,,,16,16,5,5.0
2684,PWA,328,711,Men,Round 1,0,1476_28b,28 b,1.0,,,,16,16,6,6.0
2685,PWA,328,711,Men,Round 1,0,1476_29a,29 a,1.0,,,,16,16,7,7.0
2686,PWA,328,711,Men,Round 1,0,1476_29b,29 b,1.0,,,,16,16,8,8.0
2687,PWA,328,711,Men,Round 1,0,1476_30a,30 a,1.0,,,,16,16,9,9.0
2688,PWA,328,711,Men,Round 1,0,1476_30b,30 b,1.0,,,,16,16,10,10.0
2689,PWA,328,711,Men,Round 1,0,1476_31a,31 a,1.0,,,,16,16,11,11.0
2690,PWA,328,711,Men,Round 1,0,1476_31b,31 b,1.0,,,,16,16,12,12.0
2691,PWA,328,711,Men,Round 1,0,1476_32a,32 a,1.0,,,,16,16,13,13.0
2692,PWA,328,711,Men,Round 1,0,1476_32b,32 b,1.0,,,,16,16,14,14.0
2693,PWA,328,711,Men,Round 1,0,1476_33a,33 a,1.0,,,,16,16,15,15.0
2694,PWA,328,711,Men,Round 1,0,1476_33b,33 b,1.0,,,,16,16,16,16.0
2695,PWA,328,711,Men,Round 2,1,1476_34a,34 a,1.0,,,,8,16,1,5.0
2696,PWA,328,711,Men,Round 2,1,1476_34b,34 b,1.0,,,,8,16,2,6.0
2697,PWA,328,711,Men,Round 2,1,1476_35a,35 a,1.0,,,,8,16,3,7.0
2698,PWA,328,711,Men,Round 2,1,1476_35b,35 b,1.0,,,,8,16,4,8.0
2699,PWA,328,711,Men,Round 2,1,1476_36a,36 a,1.0,,,,8,16,5,9.0
2700,PWA,328,711,Men,Round 2,1,1476_36b,36 b,1.0,,,,8,16,6,10.0
2701,PWA,328,711,Men,Round 2,1,1476_37a,37 a,1.0,,,,8,16,7,11.0
2702,PWA,328,711,Men,Round 2,1,1476_37b,37 b,1.0,,,,8,16,8,12.0
2703,PWA,328,711,Men,Round 3,2,1476_38a,38 a,1.0,,,,8,16,1,5.0
2704,PWA,328,711,Men,Round 3,2,1476_38b,38 b,1.0,,,,8,16,2,6.0
2705,PWA,328,711,Men,Round 3,2,1476_39a,39 a,1.0,,,,8,16,3,7.0
2706,PWA,328,711,Men,Round 3,2,1476_39b,39 b,1.0,,,,8,16,4,8.0
2707,PWA,328,711,Men,Round 3,2,1476_40a,40 a,1.0,,,,8,16,5,9.0
2708,PWA,328,711,Men,Round 3,2,1476_40b,40 b,1.0,,,,8,16,6,10.0
2709,PWA,328,711,Men,Round 3,2,1476_41a,41 a,1.0,,,,8,16,7,11.0
2710,PWA,328,711,Men,Round 3,2,1476_41b,41 b,1.0,,,,8,16,8,12.0
2711,PWA,328,711,Men,Round 4,3,1476_42a,42 a,1.0,,,,4,16,1,7.0
2712,PWA,328,711,Men,Round 4,3,1476_42b,42 b,1.0,,,,4,16,2,8.0
2713,PWA,328,711,Men,Round 4,3,1476_43a,43 a,1.0,,,,4,16,3,9.0
2714,PWA,328,711,Men,Round 4,3,1476_43b,43 b,1.0,,,,4,16,4,10.0
2715,PWA,328,711,Men,Round 5,4,1476_44a,44 a,1.0,,,,4,16,1,7.0
2716,PWA,328,711,Men,Round 5,4,1476_44b,44 b,1.0,,,,4,16,2,8.0
2717,PWA,328,711,Men,Round 5,4,1476_45a,45 a,1.0,,,,4,16,3,9.0
2718,PWA,328,711,Men,Round 5,4,1476_45b,45 b,1.0,,,,4,16,4,10.0
2719,PWA,328,711,Men,Round 6,5,1476_46a,46 a,1.0,,,,2,16,1,8.0
2720,PWA,328,711,Men,Round 6,5,1476_46b,46 b,1.0,,,,2,16,2,9.0
2721,PWA,328,711,Men,Round 7,6,1476_47a,47,1.0,,,,6,16,1,6.0
2722,PWA,328,711,Men,Round 7,6,1476_48a,48,1.0,,,,6,16,2,7.0
2723,PWA,328,711,Men,Round 7,6,1476_49a,49,1.0,,,,6,16,3,8.0
2724,PWA,328,711,Men,Round 7,6,1476_50a,50,1.0,,,,6,16,4,9.0
2725,PWA,328,711,Men,Round 7,6,1476_51a,51,1.0,,,,6,16,5,10.0
2726,PWA,328,711,Men,Round 7,6,1476_52a,52,1.0,,,,6,16,6,11.0
2727,PWA,332,712,Men,Round 1,0,1487_1a,1 a,1.0,,,,16,16,1,1.0
2728,PWA,332,712,Men,Round 1,0,1487_1b,1 b,1.0,,,,16,16,2,2.0
2729,PWA,332,712,Men,Round 2,1,1487_10a,10 a,1.0,,,,8,16,1,5.0
2730,PWA,332,712,Men,Round 2,1,1487_10b,10 b,1.0,,,,8,16,2,6.0
2731,PWA,332,712,Men,Round 2,1,1487_11a,11 a,1.0,,,,8,16,3,7.0
2732,PWA,332,712,Men,Round 2,1,1487_11b,11 b,1.0,,,,8,16,4,8.0
2733,PWA,332,712,Men,Round 2,1,1487_12a,12 a,1.0,,,,8,16,5,9.0
2734,PWA,332,712,Men,Round 2,1,1487_12b,12 b,1.0,,,,8,16,6,10.0
2735,PWA,332,712,Men,Round 3,2,1487_13a,13 a,1.0,,,,4,16,1,7.0
2736,PWA,332,712,Men,Round 3,2,1487_13b,13 b,1.0,,,,4,16,2,8.0
2737,PWA,332,712,Men,Round 3,2,1487_14a,14 a,1.0,,,,4,16,3,9.0
2738,PWA,332,712,Men,Round 3,2,1487_14b,14 b,1.0,,,,4,16,4,10.0
2739,PWA,332,712,Men,Round 4,3,1487_15a,15 a,1.0,,,,2,16,1,8.0
2740,PWA,332,712,Men,Round 4,3,1487_15b,15 b,1.0,,,,2,16,2,9.0
2741,PWA,332,712,Men,Round 5,4,1487_16a,16,1.0,,,,2,16,1,8.0
2742,PWA,332,712,Men,Round 5,4,1487_17a,17,1.0,,,,2,16,2,9.0
2743,PWA,332,712,Men,Round 1,0,1487_2a,2 a,1.0,,,,16,16,3,3.0
2744,PWA,332,712,Men,Round 1,0,1487_2b,2 b,1.0,,,,16,16,4,4.0
2745,PWA,332,712,Men,Round 1,0,1487_3a,3 a,1.0,,,,16,16,5,5.0
2746,PWA,332,712,Men,Round 1,0,1487_3b,3 b,1.0,,,,16,16,6,6.0
2747,PWA,332,712,Men,Round 1,0,1487_4a,4 a,1.0,,,,16,16,7,7.0
2748,PWA,332,712,Men,Round 1,0,1487_4b,4 b,1.0,,,,16,16,8,8.0
2749,PWA,332,712,Men,Round 1,0,1487_5a,5 a,1.0,,,,16,16,9,9.0
2750,PWA,332,712,Men,Round 1,0,1487_5b,5 b,1.0,,,,16,16,10,10.0
2751,PWA,332,712,Men,Round 1,0,1487_6a,6 a,1.0,,,,16,16,11,11.0
2752,PWA,332,712,Men,Round 1,0,1487_6b,6 b,1.0,,,,16,16,12,12.0
2753,PWA,332,712,Men,Round 1,0,1487_7a,7 a,1.0,,,,16,16,13,13.0
2754,PWA,332,712,Men,Round 1,0,1487_7b,7 b,1.0,,,,16,16,14,14.0
2755,PWA,332,712,Men,Round 1,0,1487_8a,8 a,1.0,,,,16,16,15,15.0
2756,PWA,332,712,Men,Round 1,0,1487_8b,8 b,1.0,,,,16,16,16,16.0
2757,PWA,332,712,Men,Round 2,1,1487_9a,9 a,1.0,,,,8,16,7,11.0
2758,PWA,332,712,Men,Round 2,1,1487_9b,9 b,1.0,,,,8,16,8,12.0
2759,PWA,332,713,Women,Round 1,0,1485_1a,1 a,1.0,,,,8,8,1,1.0
2760,PWA,332,713,Women,Round 1,0,1485_1b,1 b,1.0,,,,8,8,2,2.0
2761,PWA,332,713,Women,Round 1,0,1485_2a,2 a,1.0,,,,8,8,3,3.0
2762,PWA,332,713,Women,Round 1,0,1485_2b,2 b,1.0,,,,8,8,4,4.0
2763,PWA,332,713,Women,Round 1,0,1485_3a,3 a,1.0,,,,8,8,5,5.0
2764,PWA,332,713,Women,Round 1,0,1485_3b,3 b,1.0,,,,8,8,6,6.0
2765,PWA,332,713,Women,Round 1,0,1485_4a,4 a,1.0,,,,8,8,7,7.0
2766,PWA,332,713,Women,Round 1,0,1485_4b,4 b,1.0,,,,8,8,8,8.0
2767,PWA,332,713,Women,Round 2,1,1485_5a,5 a,1.0,,,,4,8,1,3.0
2768,PWA,332,713,Women,Round 2,1,1485_5b,5 b,1.0,,,,4,8,2,4.0
2769,PWA,332,713,Women,Round 2,1,1485_6a,6 a,1.0,,,,4,8,3,5.0
2770,PWA,332,713,Women,Round 2,1,1485_6b,6 b,1.0,,,,4,8,4,6.0
2771,PWA,332,713,Women,Round 3,2,1485_7a,7 a,1.0,,,,2,8,1,4.0
2772,PWA,332,713,Women,Round 3,2,1485_7b,7 b,1.0,,,,2,8,2,5.0
2773,PWA,332,713,Women,Round 4,3,1485_8a,8,1.0,,,,2,8,1,4.0
2774,PWA,332,713,Women,Round 4,3,1485_9a,9,1.0,,,,2,8,2,5.0
2775,PWA,332,721,Men,Round 1,0,1487_18a,18 a,1.0,,,,8,8,1,1.0
2776,PWA,332,721,Men,Round 1,0,1487_18b,18 b,1.0,,,,8,8,2,2.0
2777,PWA,332,721,Men,Round 1,0,1487_19a,19 a,1.0,,,,8,8,3,3.0
2778,PWA,332,721,Men,Round 1,0,1487_19b,19 b,1.0,,,,8,8,4,4.0
2779,PWA,332,721,Men,Round 1,0,1487_20a,20 a,1.0,,,,8,8,5,5.0
2780,PWA,332,721,Men,Round 1,0,1487_20b,20 b,1.0,,,,8,8,6,6.0
2781,PWA,332,721,Men,Round 1,0,1487_21a,21 a,1.0,,,,8,8,7,7.0
2782,PWA,332,721,Men,Round 1,0,1487_21b,21 b,1.0,,,,8,8,8,8.0
2783,PWA,332,721,Men,Round 2,1,1487_22a,22 a,1.0,,,,8,8,1,1.0
2784,PWA,332,721,Men,Round 2,1,1487_22b,22 b,1.0,,,,8,8,2,2.0
2785,PWA,332,721,Men,Round 2,1,1487_23a,23 a,1.0,,,,8,8,3,3.0
2786,PWA,332,721,Men,Round 2,1,1487_23b,23 b,1.0,,,,8,8,4,4.0
2787,PWA,332,721,Men,Round 2,1,1487_24a,24 a,1.0,,,,8,8,5,5.0
2788,PWA,332,721,Men,Round 2,1,1487_24b,24 b,1.0,,,,8,8,6,6.0
2789,PWA,332,721,Men,Round 2,1,1487_25a,25 a,1.0,,,,8,8,7,7.0
2790,PWA,332,721,Men,Round 2,1,1487_25b,25 b,1.0,,,,8,8,8,8.0
2791,PWA,332,721,Men,Round 3,2,1487_26a,26 a,1.0,,,,4,8,1,3.0
2792,PWA,332,721,Men,Round 3,2,1487_26b,26 b,1.0,,,,4,8,2,4.0
2793,PWA,332,721,Men,Round 3,2,1487_27a,27 a,1.0,,,,4,8,3,5.0
2794,PWA,332,721,Men,Round 3,2,1487_27b,27 b,1.0,,,,4,8,4,6.0
2795,PWA,332,721,Men,Round 4,3,1487_28a,28 a,1.0,,,,4,8,1,3.0
2796,PWA,332,721,Men,Round 4,3,1487_28b,28 b,1.0,,,,4,8,2,4.0
2797,PWA,332,721,Men,Round 4,3,1487_29a,29 a,1.0,,,,4,8,3,5.0
2798,PWA,332,721,Men,Round 4,3,1487_29b,29 b,1.0,,,,4,8,4,6.0
